,Text,Ground truth,Prediction,Probability
274,"growing cohesive communities one favour at a time social exclusion active citizenship and time banks Community currencies have been put forward as a grassroots tool to promote social inclusion through community self-help and active citizenship. ‘Time banks’ are a new form of community currency in the UK which are receiving government support. Time credits are earned for each hour of voluntary service given, and can be used to purchase services from other members in return. This article discusses new findings from the first national study of time banks to assess their impacts and potential. An evaluative framework is employed which describes social inclusion as comprising effective economic, social and political citizenship rights. Evidence is presented from a national survey of time banks and from an in-depth case study of Rushey Green Time Bank, situated in a health care setting in a deprived area of south London. Time banks are found to be successful at engaging socially excluded and vulnerable groups of people in community activities — many for the first time — boosting their confidence, social networks, skills and well-being, as well as opening up possibilities for challenging inequitable social institutions and creating spaces where different values prevail. Their potential as tools for democratic renewal, promoting civic engagement and active citizenship is discussed. Les ‘unites de valeur’ communautaires sont considerees comme des outils essentiels pour encourager l inclusion sociale grâce a une entraide communautaire et une citoyennete active. Les ‘banques de temps’ constituent une nouvelle forme d unite de valeur communautaire au Royaume-Uni, avec le soutien du gouvernement. Des credits de temps, acquis pour chaque heure de benevolat donnee, peuvent servir a acheter en retour des prestations aupres d autres membres. L article examine les resultats de la premiere etude nationale sur les banques de temps afin d en estimer l impact et le potentiel. Un cadre d evaluation est applique, definissant l inclusion sociale comme un ensemble de droits effectifs, a la fois economiques, sociaux et de citoyennete politique. Des indications sont fournies par une enquete nationale sur les banques de temps, et par une etude de cas approfondie de la Rushey Green Time Bank portant sur les services medicaux dans une zone defavorisee du sud de Londres. Ces banques reussissent a impliquer dans des activites communautaires des groupes de population — souvent pour la premiere fois — socialement exclus et vulnerables, renforcant leurs reseaux sociaux, confiance, competences et bien-etre, tout en leur offrant des possibilites d affronter des institutions sociales inequitables et en creant des espaces ou prevalent d autres valeurs. L article traite aussi du potentiel des banques de temps comme outil de renouveau democratique, stimulant engagement civique et citoyennete active.","[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1, 0, 0, 0, 0, 0, 1, 0, 0]","[0.9811050295829773, 2.265520834043855e-06, 3.3276621252298355e-05, 0.05088038370013237, 3.6470217423811846e-07, 5.367016910895472e-06, 0.9999858140945435, 1.1571289178391453e-05, 1.6545635617148946e-06]"
275,"effect of an education programme for patients with osteoarthritis in primary care a randomized controlled trial Background: Osteoarthritis (OA) is a degenerative disease, considered to be one of the major public health problems. Research suggests that patient education is feasible and valuable for achieving improvements in quality of life, in function, well-being and improved coping. Since 1994, Primary Health Care in Malmo has used a patient education programme directed towards OA. The aim of this study was to evaluate the effects of this education programme for patients with OA in primary health care in terms of self-efficacy, function and self-perceived health. Method: The study was a single-blind, randomized controlled trial (RCT) in which the EuroQol-5D and Arthritis selfefficacy scale were used to measure self-perceived health and self-efficacy and function was measured with Grip Ability Test for the upper extremity and five different functional tests for the lower extremity. Results: We found differences between the intervention group and the control group, comparing the results at baseline and after 6 months in EuroQol-5D (p < 0.001) and in standing one leg eyes closed (p = 0.02) in favour of the intervention group. No other differences between the groups were found. Conclusion: This study has shown that patient education for patients with osteoarthritis is feasible in a primary health care setting and can improve self-perceived health as well as function in some degree, but not self-efficacy. Further research to investigate the effect of exercise performance on function, as well as self-efficacy is warranted. Trial registration: The trial is registered with ClinicalTrials.gov. Registration number: NCT00979914","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 1, 0, 0, 0, 1, 0]","[0.9999994039535522, 1.6869972796484944e-06, 0.000286523369140923, 0.9999908208847046, 3.483153534489247e-07, 0.010392481461167336, 0.0005296200979501009, 0.9992243051528931, 8.140803515743755e-07]"
276,"international migration and adverse birth outcomes role of ethnicity region of origin and destination Background The literature on international migration and birth outcomes shows mixed results. This study examined whether low birth weight (LBW) and preterm birth differed between non-migrants and migrant subgroups, defined by race/ethnicity and world region of origin and destination. Methods A systematic review and meta-regression analyses were conducted using three-level logistic models to account for the heterogeneity between studies and between subgroups within studies. Results Twenty-four studies, involving more than 30 million singleton births, met the inclusion criteria. Compared with US-born black women, black migrant women were at lower odds of delivering LBW and preterm birth babies. Hispanic migrants also exhibited lower odds for these outcomes, but Asian and white migrants did not. Sub-Saharan African and LatinAmerican and Caribbean women were at higher odds of delivering LBW babies in Europe but not in the USA and south-central Asians were at higher odds in both continents, compared with the native-born populations. Conclusions The association between migration and adverse birth outcomes varies by migrant subgroup and it is sensitive to the definition of the migrant and reference groups.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[6.294375225479598e-07, 0.9999990463256836, 7.3929263635363895e-06, 4.772889042214956e-06, 3.9100646631595737e-07, 1.6764570318628103e-06, 7.786910282447934e-05, 4.929123633701238e-07, 3.615394916778314e-06]"
277,"comparing in person and online survey respondents in the u s national transgender discrimination survey implications for transgender health research Abstract Purpose: In the absence of probability sample studies of transgender people, new methods are needed to yield study samples that reflect the demographic diversity of the transgender population. Methods: The National Transgender Discrimination Survey is a large, convenience sample of 6,456 transgender adults between the ages of 18 and 89. We examined characteristics of purposively sampled respondents who, in 2008, completed a one-time survey either in-person (435 respondents) or online (6,021respondents). Missing data were multiply imputed, and multivariable logistic regression models were used to test for differences in sociodemographic and health indicators by data collection method. Results: A higher proportion of in-person respondents were young, male-to-female, people of color, publicly insured, with lower incomes and lower educational attainment than online respondents (all p<0.05). In-person respondents also were more likely than online respondents to be current daily smokers, to endorse sub...","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 1, 0, 0, 0, 0, 1, 0, 1]","[5.464102059704601e-07, 0.9959923624992371, 8.83135089679854e-06, 3.2660442229826e-05, 3.3959375400627323e-07, 1.5031048405944603e-06, 0.9999990463256836, 6.127090728114126e-07, 0.9999072551727295]"
278,"narrowing the treatment gap with equitable access mid term outcomes of a community case management program in cameroon Coverage of case management interventions remains low and inadequate to achieve millennium development goal (MDG) target reductions in child mortality. Children living in the poorest households are particularly disadvantaged. Community case management (CCM) uses trained and supervised community health workers to improve access to, quality of and demand for effective case management. Evidence that CCM programs can achieve equitable improvements in coverage is limited. This cross-sectional study uses a quasi-experimental design with intervention and comparison areas. Outcomes of a CCM program for malaria and diarrhoea operating in two districts of Cameroon were measured after 1 year of implementation. A household census (N = 16 954) provided measurement of treatment-seeking behaviour for recent episodes of fever and diarrhoea. Results were compared between areas using chi-square tests. Intervention-area children with fever or diarrhoea were nearly nine times more likely to receive treatment with artemisinin combination therapy or oral rehydration salts, respectively, vs neighbouring comparison-area children. High levels of effective treatment were equitable across socioeconomic status in intervention areas, whereas disparities were observed in neighbouring comparison areas. CCM can achieve rapid and equitable improvements in coverage of case management for malaria and diarrhoea, and is a promising strategy for achieving MDG 4. Improved access to treatment, quality of care and caregiver demand were achieved in two districts of Cameroon. CCM must be scaled up to demonstrate outcomes and impact at scale.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 1, 1, 0, 0]","[0.9999935626983643, 3.322366183056147e-06, 8.559966227039695e-05, 8.622070708952378e-06, 3.590226356209314e-07, 0.9999972581863403, 0.9793160557746887, 6.02432010055054e-07, 6.591072292394529e-07]"
279,"is it safe to combine abdominoplasty with elective breast surgery a review of 151 consecutive cases Background: This study was designed to evaluate and compare the complication rates of patients having abdominoplasty without breast surgery with the rates of those having abdominoplasty with various types of elective breast surgery, including breast augmentation, breast reduction, mastopexy, and mastopexy combined with simultaneous augmentation. Methods: The data collected represent a retrospective chart review of consecutive abdominoplasty procedures performed at a single outpatient facility by the senior surgeon(W.G.S.)overa15-yearperiod(1989to2004).Twogroupswerecompared: patients who underwent abdominoplasty without breast surgery and those who had abdominoplasty with breast surgery. The second group was subdivided by the various types of breast procedures noted above. The minor complications assessed included seromas, hematomas, infections, and small (5 cm) wound breakdowns. Major complications evaluated included large (5 cm) flap necrosis, need for blood transfusion, deep vein thrombosis, pulmonary embolus, myocardial infarction,anddeath.Additionaldatacompiledincludedage,sex,tobaccouse,bodymass index, past medical history, American Society of Anesthesiologists physical status level, and operative times. Results: Of the 415 abdominoplasty procedures, 264 (group 1) did not include simultaneous breast surgery. One hundred fifty-one procedures (group 2) involved simultaneous breast surgery, representing 36 percent of the total. Group 2 was further subdivided into those who had breast augmentation surgery (group 2A, n 50), those who had breast reduction surgery (group 2B, n 31), those who had mastopexy surgery (group 2C,n28), and those who had simultaneous mastopexy and breast augmentation surgery (group 2D, n 42). Removal and replacement of implants and capsulectomy/capsulotomy procedures were included in the augmentation group (group 2A). There were no major complications, including flap necrosis (open wound 5 cm), blood transfusions, deep vein thrombosis, pulmonary embolus, myocardial infarction, or death. No patients required hospitalization. No statistically significant associations with complications were noted between groups 1 and 2 (chi-square, 0.0045; p 0.95, not significant). Furthermore, when subdivided by type of breast surgery, no statistically significant associations were noted among subgroups: group 1 versus 2A (chi-square, 0.96; p 0.05, not significant), group 1 versus 2B (chi-square, 0.032; p 0.9, not significant), group 1 versus 2C (chi-square, 0.003; p 0.975, not significant), and group 1 versus 2D (chi-square, 0.83; p 0.5, not significant). Conclusion: The results of this retrospective review indicate that combining electivebreastsurgerywithabdominoplastydoesnotappeartosignificantlyincreasethe number of major or minor complications. (Plast. Reconstr. Surg. 118: 207, 2006.)","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[8.153980957104068e-07, 9.094358119909884e-07, 9.483283974986989e-06, 0.999974250793457, 4.1327274402647163e-07, 2.1238968201942043e-06, 6.984551873756573e-05, 1.3338609505808563e-06, 1.9286539099994116e-05]"
280,"it was like my little acorn and it s going to grow into a big tree a qualitative study of a community support project Government initiatives aimed at reducing health inequalities and combating poverty amongst families increasingly take an area-based approach, and seek to involve local families in building community capacity. Sure Start is one such initiative, and was set up to develop services for pre-school children and their families, and improve child health and well-being. Based on a local evaluation of a Sure Start programme, the present paper describes the development of a community support project aimed at engaging local people in supporting the parents and carers of young children. This paper draws on qualitative data to explore stakeholders experiences of the project. These are then described from two main perspectives: the personal and the wider community. It also explores the organisational conditions necessary to encourage lay involvement in such initiatives. The paper concludes that policies aimed at involving local people in delivering services to families need to take account of long-standing structural problems in disadvantaged communities if they are not to be perpetuated.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 0, 0]","[0.025953125208616257, 6.9933721533743665e-06, 7.984755939105526e-05, 4.0412560338154435e-06, 3.5656688623930677e-07, 2.747293592619826e-06, 0.9999985694885254, 6.706618478347082e-07, 2.54651386057958e-05]"
281,"health related quality of life of children and adolescents after traumatic brain injury Objective. Relatively little is known about the longer-term impact of traumatic brain injury (TBI) on children’s daily functioning, especially the broader outcome domain referred to as health-related quality of life (HRQL). The objective of the present study was to examine the nature and predictors of HRQL outcomes in children with moderate to severe TBI an average of 4 years postinjury. Methods. The study used a concurrent cohort-prospective design involving postinjury assessments of 3 groups of traumatically injured children and their families including 42 with severe TBI, 42 with moderate TBI, and 50 with orthopedic injuries only. Parent and child perceptions of HRQL and child adaptive behavior measures were obtained along with parent descriptions of the child’s health problems and use of medical and mental health services. Predictors included indices of injury severity, social factors, and ratings of preinjury child behavior problems and school performance. Results. Based on parent report, adolescents who sustained severe TBI had lower HRQL related to overall psychosocial functioning and in the domains of behavior, mental health, general health, and family impact than adolescents who sustained orthopedic injuries only. Communication skills, daily living skills, and general adaptive functioning also were rated lower in the severe TBI group. In contrast to parent reports, adolescents with severe TBI did not rate their HRQL in most domains differently than did adolescents with orthopedic injuries. There were no group differences in frequency of persistent physical limitations. Sixty-seven percent of families of children with severe TBI used mental health counseling at some point after the injury. Risks for poorer HRQL outcomes were related to family social disadvantage and poorer preinjury child behavioral and academic functioning. Conclusions. Findings underscore the importance of using comprehensive measures of HRQL, along with traditional indicators of functional outcomes, when evaluating the longer-term impact of injuries in children. Identification of predictors suggests the need for close monitoring and intervention of high-risk children.","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 1, 1, 0, 0]","[5.518650141311809e-07, 0.0001319622970186174, 8.49218758958159e-06, 0.9999885559082031, 3.511815123147244e-07, 0.9192734360694885, 0.9999980926513672, 7.32490434529609e-07, 7.399997343782161e-07]"
282,"a call for training the trainers focus on mentoring to enhance diversity in mental health research There is a widening disparity between the proportion of ethnic minority Americans in the population and the number of researchers from these minority groups. One major obstacle in this arena relates to a dearth of mentors for such trainees. The present academic settings are not optimal for development and sustenance of research mentors, especially for mentees from underrepresented minority ethnic groups. Mentoring skills can and should be evaluated and enhanced. Universities, medical schools, and funding agencies need to join hands and implement national- and local-level programs to help develop and reward mentors of junior scientists from ethnic minority groups.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[4.819451646653761e-07, 0.9999991655349731, 1.5538576917606406e-05, 0.001559048774652183, 5.416347903519636e-06, 2.1736291273555253e-06, 1.1313857157801976e-06, 4.5134879655961413e-07, 8.941920555116667e-07]"
283,"the epidemiology of cosmetic treatments for corneal opacities in a korean population Purpose: To describe etiologies and clinical characteristics of corneal opacities leading patients to seek cosmetic treatments. Methods: The medical records of 401 patients who presented for cosmetic improvement in corneal opacities between May 2004 and July 2007 were retrospectively reviewed. The following parameters were analyzed: age, gender, cause of corneal opacity, time course of the corneal disease, associated diseases, prior and current cosmetic treatments, visual acuity, location and depth of the corneal opacity, and the presence of either corneal neovascularization or band keratopathy. A single practitioner examined all patients. Results: The most common causes of corneal opacity were ocular trauma (203 eyes, 50.6%), retinal disease (62 eyes, 15.5%), measles (38 eyes, 9.5%), and congenital etiologies (22 eyes, 5.5%). Prior treatments included iris colored contact lenses (125 eyes, 31.1%) and corneal tattooing (34 eyes, 8.46%). A total of 321 of 401 eyes underwent cosmetic treatment for corneal opacities. The most common treatment performed after the primary visit was corneal tattooing (261 eyes, 64.92%). Conclusions: This is the first study to investigate the causes and clinical characteristics of patients presenting for cosmetic treatment of corneal opacities rather than for functional improvement. Various cosmetic interventions are available for patients with corneal opacities, and these should be individualized for the needs of each patient.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[8.104503876893432e-07, 1.1871121614603908e-06, 1.1630200788204093e-05, 0.9995463490486145, 3.81298775664618e-07, 2.5142494450847153e-06, 1.0939343155769166e-05, 7.048061547720863e-07, 0.0012171048438176513]"
284,"the well london program a cluster randomized trial of community engagement for improving health behaviors and mental wellbeing baseline survey results BACKGROUND: The Well London program used community engagement, complemented by changes to the physical and social neighborhood environment, to improve physical activity levels, healthy eating, and mental wellbeing in the most deprived communities in London. The effectiveness of Well London is being evaluated in a pair-matched cluster randomized trial (CRT). The baseline survey data are reported here. METHODS: The CRT involved 20 matched pairs of intervention and control communities (defined as UK census lower super output areas (LSOAs); ranked in the 11% most deprived LSOAs in London by the English Indices of Multiple Deprivation) across 20 London boroughs. The primary trial outcomes, sociodemographic information, and environmental neighbourhood characteristics were assessed in three quantitative components within the Well London CRT at baseline: a cross-sectional, interviewer-administered adult household survey; a self-completed, school-based adolescent questionnaire; a fieldworker completed neighborhood environmental audit. Baseline data collection occurred in 2008. Physical activity, healthy eating, and mental wellbeing were assessed using standardized, validated questionnaire tools. Multiple imputation was used to account for missing data in the outcomes and other variables in the adult and adolescent surveys. RESULTS: There were 4,107 adults and 1,214 adolescent respondents in the baseline surveys. The intervention and control areas were broadly comparable with respect to the primary outcomes and key sociodemographic characteristics. The environmental characteristics of the intervention and control neighborhoods were broadly similar. There was greater between-cluster variation in the primary outcomes in the adult population compared to the adolescent population. Levels of healthy eating, smoking, and self-reported anxiety/depression were similar in the Well London adult population and the national Health Survey for England. Levels of physical activity were higher in the Well London adult population but this is likely to be due to the different measurement tools used in the two surveys. CONCLUSIONS: Randomization of social interventions such as Well London is acceptable and feasible and in this study the intervention and control arms are well-balanced with respect to the primary outcomes and key sociodemographic characteristics. The matched design has improved the statistical efficiency of the study amongst adults but less so amongst adolescents. Follow-up data collection will be completed 2012.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 0, 1]","[9.046574632520787e-06, 1.1085859341619653e-06, 1.4656941857538186e-05, 5.622975095320726e-06, 3.344034382735117e-07, 1.8687711644815863e-06, 0.9999935626983643, 6.793131888116477e-07, 0.9941503405570984]"
285,"the transition to motherhood in an organizational context an interpretative phenomenological analysis Most of the extant literature on maternity issues is survey based, primarily concerned with identifying the predictors of return to work. The current study aims instead to understand experiences of maternity leave per se. Of the 10 women interviewed during pregnancy, 8 women were followed through to their return to work. Their interviews were analysed using interpretative phenomenological analysis to identify transitional themes. Findings are discussed in terms of two master themes: changes of identity (involving feelings of gradual invisibility as a valued employee, acquisition of a ‘mother’ identity creating return dilemmas and efforts to revalidate oneself upon re-entry as both a valued employee and a mother); and changed psychological contracts (pertaining to the fulfilment of mutual expectations). Overall, women appeared to struggle subjectively with prevailing their rights, needs and concerns as mothers while simultaneously also maintaining their identity as valued and functional members of the organization. The findings can be conceptualized within existing theoretical frameworks (e.g. Psychological Contract Theory) and to this extent it is possible to draw out implications for a more effective management of the transition process from pregnancy to return to work.","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0, 1, 0, 1, 0, 0, 0, 0, 0]","[8.68248662300175e-06, 0.999987006187439, 5.542551662074402e-05, 0.9999805688858032, 3.6703750083688647e-07, 0.0017503632698208094, 1.199457074108068e-06, 8.896371923583501e-07, 0.0016501882346346974]"
286,"building capacity for community based participatory research for health disparities in canada the case of partnerships in community health research Enthusiasm for community-based participatory research (CBPR) is increasing among health researchers and practitioners in addressing health disparities. Although there are many benefits of CBPR, such as its ability to democratize knowledge and link research to community action and social change, there are also perils that researchers can encounter that can threaten the integrity of the research and undermine relationships. Despite the increasing demand for CBPR-qualified individuals, few programs exist that are capable of facilitating in-depth and experiential training for both students and those working in communities. This article reviews the Partnerships in Community Health Research (PCHR), a training program at the University of British Columbia that between 2001 and 2009 has equipped graduate student and community-based learners with knowledge, skills, and experience to engage together more effectively using CBPR. With case studies of PCHR learner projects, this article illustrates some of the important successes and lessons learned in preparing CBPR-qualified researchers and community-based professionals in Canada. Language: en","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 0, 0]","[1.9147313651046716e-05, 0.00011096422531409189, 1.3074383787170518e-05, 6.682404091407079e-06, 3.879480914292799e-07, 8.039256499614567e-06, 0.9999758005142212, 2.50768812293245e-06, 8.555257227271795e-05]"
287,"smokers who try e cigarettes to quit smoking findings from a multiethnic study in hawaii Objectives. We characterized smokers who are likely to use electronic or “e-”cigarettes to quit smoking.Methods. We obtained cross-sectional data in 2010–2012 from 1567 adult daily smokers in Hawaii using a paper-and-pencil survey. Analyses were conducted using logistic regression.Results. Of the participants, 13% reported having ever used e-cigarettes to quit smoking. Smokers who had used them reported higher motivation to quit, higher quitting self-efficacy, and longer recent quit duration than did other smokers. Age (odds ratio [OR] = 0.98; 95% confidence interval [CI] = 0.97, 0.99) and Native Hawaiian ethnicity (OR = 0.68; 95% CI = 0.45, 0.99) were inversely associated with increased likelihood of ever using e-cigarettes for cessation. Other significant correlates were higher motivation to quit (OR = 1.14; 95% CI = 1.08, 1.21), quitting self-efficacy (OR = 1.18; 95% CI = 1.06, 1.36), and ever using US Food and Drug Administration (FDA)–approved cessation aids such as nicotine gum (OR = 3.72; 95% CI = ...","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0, 1, 0, 1, 0, 0, 1, 0, 0]","[8.862955951371987e-07, 0.9999990463256836, 0.0013044035295024514, 0.9998319149017334, 4.2585901383063174e-07, 0.43123766779899597, 0.930931806564331, 5.416990802586952e-07, 5.755187544309592e-07]"
288,"insulin pump use in young children in the t1d exchange clinic registry is associated with lower hemoglobin a1c levels than injection therapy Insulin delivery via injection and continuous subcutaneous insulin infusion (CSII) via insulin pump were compared in a cross-sectional study (n = 669) and retrospective longitudinal study (n = 1904) of young children (<6 yr) with type 1 diabetes (T1D) participating in the T1D Exchange clinic registry. Use of CSII correlated with longer T1D duration (p < 0.001), higher parental education (p < 0.001), and annual household income (p < 0.006) but not with race/ethnicity. Wide variation in pump use was observed among T1D Exchange centers even after adjusting for these factors, suggesting that prescriber preference is a substantial determinant of CSII use. Hemoglobin A1c (HbA1c) was lower in pump vs. injection users (7.9 vs. 8.5%, adjusted p < 0.001) in the cross-sectional study. In the longitudinal study, HbA1c decreased after initiation of CSII by 0.2%, on average (p < 0.001). Frequency of a severe hypoglycemia (SH) event did not differ in pump vs. injection users (p = 0.2). Frequency of ≥1 parent-reported diabetic ketoacidosis (DKA) event in the prior year was greater in pump users than injection users (10 vs. 8%, p = 0.04). No differences between pump and injection users were observed for clinic-reported DKA events. Children below 6 yr have many unique metabolic characteristics, feeding behaviors, and care needs compared with older children and adolescents. These data support the use of insulin pumps in this youngest age group, and suggest that metabolic control may be improved without increasing the frequency of SH, but care should be taken as to the possibly increased risk of DKA.","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1, 1, 0, 1, 0, 1, 1, 0, 0]","[0.9999996423721313, 0.999998927116394, 0.04917747899889946, 0.9999794960021973, 3.4188010999969265e-07, 0.9982191920280457, 0.9999991655349731, 6.62716843180533e-07, 5.44808585800638e-07]"
289,"an evaluation of a support group for breast feeding women in salisbury uk Abstract Objective : to evaluate a newly set-up breast-feeding support group. Setting, participants, design and analysis : lay ‘Bosom Buddies were trained, and ran a weekly drop-in group with a breast-feeding counsellor and a midwife in a socio-economically disadvantaged housing estate. During the first 31 weeks, 53 breast-feeding women attended and consent was sought to send an anonymous postal questionnaire six weeks after their first attendance. Content analysis and descriptive statistics have been used. Findings : the response rate to the questionnaire was 87% (45/52) with 76% of respondents (34/45) reporting that they were still breast feeding. Only four women had discontinued for the reason for which they had initially attended the group. While the greatest value of the group was considered by the women to relate to its function in supporting breast feeding, 46% (141/305) of the aspects identified by them as being ‘good related to issues of a predominantly psychosocial nature. Of the women sent questionnaires 38% (20/52) came from areas with high or medium unemployment. Key conclusions : this group appears to be highly successful in supporting women to continue to breast feed for at least six weeks following their first attendance. It also appears to provide psycho-social benefits.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 1, 0, 0, 1, 0, 0]","[0.9999701976776123, 1.8397987560092588e-06, 7.69053258409258e-06, 0.9999871253967285, 3.511028126013116e-07, 2.23497499973746e-06, 0.9999986886978149, 7.256563776536495e-07, 6.449371880989929e-07]"
290,"evaluating brief motivational and self regulatory hand hygiene interventions a cross over longitudinal design Background Frequent handwashing can prevent infections, but non-compliance to hand hygiene is pervasive. Few theory- and evidence-based interventions to improve regular handwashing are available. Therefore, two intervention modules, a motivational and a self-regulatory one, were designed and evaluated.","[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 1, 0, 1, 0, 0, 0]","[0.9999600648880005, 2.5951635507226456e-06, 0.011868325062096119, 0.9999547004699707, 5.994553475829889e-07, 0.9999977350234985, 6.381524144671857e-06, 1.4543439874614705e-06, 6.789039161958499e-07]"
291,"women authors of surgical research Hypothesis The number of women authors in the surgical literature has increased during the past 20 years. Design Randomly selected issues of odd-year journals in Archives of Surgery and Annals of Surgery from January 1, 1985, to December 31, 2003, were reviewed. We determined the gender of each author and reported trends in the occurrence of women authors over time. Results The percentage of women authors has increased over time and parallels the percentage of women faculty in academic surgery positions. A much higher percentage of women authors than men authors are nonphysicians. The trend for increased authorship by women over time was significant in Archives of Surgery . Conclusion Although the number of women first authors is low, their contributions to the field of surgery should be acknowledged, and efforts to provide women with the resources and opportunities to conduct research and publish their findings should be a focus for surgical departments looking to increase their research productivity.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[6.817742814746452e-07, 8.885569400263194e-07, 1.1755054401874077e-05, 0.9999935626983643, 3.9730787193548167e-07, 2.737728891588631e-06, 8.401159448112594e-07, 1.0623035677781445e-06, 9.186925922222144e-07]"
292,"the impact of macromastia on adolescents a cross sectional study OBJECTIVE: To determine the physical and psychosocial impact of macromastia on adolescents considering reduction mammaplasty in comparison with healthy adolescents. METHODS: The following surveys were administered to adolescents with macromastia and control subjects, aged 12 to 21 years: Short-Form 36v2, Rosenberg Self-Esteem Scale, Breast-Related Symptoms Questionnaire, and Eating-Attitudes Test-26 (EAT-26). Demographic variables and self-reported breast symptoms were compared between the 2 groups. Linear regression models, unadjusted and adjusted for BMI category (normal weight, overweight, obese), were fit to determine the effect of case status on survey score. Odds ratios for the risk of disordered eating behaviors (EAT-26 score ≥20) in cases versus controls were also determined. RESULTS: Ninety-six subjects with macromastia and 103 control subjects participated in this study. Age was similar between groups, but subjects with macromastia had a higher BMI ( P = .02). Adolescents with macromastia had lower Short-Form 36v2 domain, Rosenberg Self-Esteem Scale, and Breast-Related Symptoms Questionnaire scores and higher EAT-26 scores compared with controls. Macromastia was also associated with a higher risk of disordered eating behaviors. In almost all cases, the impact of macromastia was independent of BMI category. CONCLUSIONS: Macromastia has a substantial negative impact on health-related quality of life, self-esteem, physical symptoms, and eating behaviors in adolescents with this condition. These observations were largely independent of BMI category. Health care providers should be aware of these important negative health outcomes that are associated with macromastia and consider early evaluation for adolescents with this condition. * Abbreviations: BRSQ — : Breast-Related Symptoms Questionnaire EAT-26 — : Eating Attitudes Test-26 HRQOL — : health-related quality of life RSES — : Rosenberg Self-Esteem Scale OR — : odds ratio SF-36 — : Short-Form 36v2","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 1]","[3.450663598414394e-06, 1.327042355114827e-06, 9.235774996341206e-06, 0.007469094358384609, 3.8581438843721116e-07, 4.089868070877856e-06, 1.5264943158399547e-06, 8.48790136842581e-07, 0.758046567440033]"
293,"exploring the efficacy and moderators of two computer tailored physical activity interventions for older adults a randomized controlled trial Background Important health benefits can be derived when low-cost (e.g., computer-tailored) physical activity interventions for older adults demonstrate sustained effects.","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0, 0, 1, 1, 0, 1, 0, 0, 1]","[7.729730668870616e-07, 4.5798700739396736e-05, 0.9824336767196655, 0.9965167045593262, 4.6607735271209094e-07, 0.9999974966049194, 5.2486434469756205e-06, 9.201977081829682e-05, 0.9999432563781738]"
