,Text,Ground truth,Prediction,Probability
341,"socioeconomic inequalities in childhood exposure to secondhand smoke before and after smoke free legislation in three uk countries Background: Secondhand smoke (SHS) exposure is higher among lower socioeconomic status (SES) children. Legislation restricting smoking in public places has been associated with reduced childhood SHS exposure and increased smoke-free homes. This paper examines socioeconomic patterning in these changes. Methods: Repeated cross-sectional survey of 10 867 schoolchildren in 304 primary schools in Scotland, Wales and Northern Ireland. Children provided saliva for cotinine assay, completing questionnaires before and 12 months after legislation. Results: SHS exposure was highest, and private smoking restrictions least frequently reported, among lower SES children. Proportions of saliva samples containing 3 ng/ml cotinine. Smoking restrictions in homes and cars increased, although socioeconomic patterning remained. Conclusions: Urgent action is needed to reduce inequalities in SHS exposure. Such action should include emphasis on reducing smoking in cars and homes.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.91523277759552, 0.15370526909828186, 0.02396058663725853, 0.3890499770641327, 0.003781744046136737, 0.06078184023499489, 0.973895251750946, 0.011101091280579567, 0.014006800949573517]"
342,"becoming responsible young mothers decision making regarding motherhood and abortion Through considering the influence that class and culture have on the experiences of young mothers, this paper will argue that human services aimed at supporting pregnant teenagers and young mothers must take into account three distinct but related issues. These include: how political, social and local discourses that surround teenage pregnancy, young motherhood and responsibility influence decisions regarding young motherhood and abortion; the ways in which working-class and poor young mothers demonstrate agency through the decision-making process; and finally, the importance of developing sexual and maternal health services that reflect the social location of working-class and poor young women.","[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.6595436334609985, 0.25010859966278076, 0.026701634749770164, 0.5368915796279907, 0.020178288221359253, 0.004039320629090071, 0.9838584065437317, 0.07163028419017792, 0.20012745261192322]"
343,"implementation and operational research effectiveness and patient acceptability of a sexually transmitted infection self testing program in an hiv care setting Background Rates of screening for bacterial sexually transmitted infections (STI) among men who have sex with men in HIV care settings remain low despite high prevalence of these infections. STI self-testing may help increase screening rates in clinical settings. Methods We implemented an STI self-testing program at a large, urban HIV care clinic and evaluated its effectiveness and acceptability. We compared measures obtained during the first year of the STI self-testing program (Intervention Year, April 1, 2013-March 31, 2014) to Baseline Year (January 1, 2012-December 31, 2012) to determine: (1) overall clinic change in STI testing coverage and diagnostic yield and; (2) program-specific outcomes including appropriate anatomic site screening and patient-reported acceptability. Results Overall, testing for gonorrhea and chlamydia increased significantly between Baseline and Intervention Year, and 50% more gonococcal and 47% more chlamydial infections were detected. Syphilis testing coverage remained unchanged. Nearly 95% of 350 men who participated in the STI self-testing program completed site-specific testing appropriately based on self-reported exposures, and 92% rated their self-testing experience as good or very good. Conclusions STI self-testing in HIV care settings significantly increases testing coverage and detection of gonorrhea and chlamydia, and the program is acceptable to patients. Additional interventions to increase syphilis screening rates are needed.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.3794940412044525, 0.04165097698569298, 0.025553422048687935, 0.007532187737524509, 0.01757584512233734, 0.0537320114672184, 0.5987501740455627, 0.002657865872606635, 0.06195175647735596]"
344,"gender differences in scholarly productivity within academic gynecologic oncology departments OBJECTIVE:To estimate whether there is a gender difference in scholarly productivity among academic gynecologic oncologists.METHODS:In this cross-sectional study, the academic rank and gender of gynecologic oncology faculty in the United States were determined from online residency and fellowship di","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.04350777715444565, 0.027838600799441338, 0.014567477628588676, 0.9809385538101196, 0.01515254471451044, 0.017868243157863617, 0.058526936918497086, 0.010748067870736122, 0.01889565959572792]"
345,nan,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.48412665724754333, 0.2847236394882202, 0.08852045238018036, 0.5276834964752197, 0.0879490077495575, 0.2066291868686676, 0.4177854061126709, 0.07343725860118866, 0.3287053108215332]"
346,"analysis of hiv testing acceptance and risk factors of an adolescent cohort using emergency department based multimedia hiv testing and counseling Background The social environment in the Bronx, NY, has led to HIV infection rates among young people that are much higher than the national average. Methods A prospective observational study on a convenience sample of medically stable emergency department (ED) patients was conducted from October 1, 2005, to August 31, 2012. Acceptability of the tested model was determined by assessing the number of patients tested and identified HIV infections. Data were compared with data from the rest of the ED that tested for HIV. Results A total of 10,149 adolescents were approached during this period, of which 9.5% refused or were ineligible to test. Of those approached, 38.9% of patients were male, 59.7% were Hispanic, and 33.6% were black. The mean age was 19.4 ± 1.4 years, and 8.2% of patients were men who have sex with men. For risk behavior profiles, 24.3% never used condoms in the past 3 months. Incidence of HIV was less than 1%, and 92.6% of HIV-positive patients were linked to care. Of the patients who completed a postsatisfaction survey, 82.4% felt influenced to change their sexual practices. Results A smaller percentage of adolescent had tested previously for HIV compared with nonadolescents (67.7% vs. 80.6%). There was a slightly larger percentage of adolescents that accepted HIV testing compared with nonadolescents (95.4% vs. 90.8%). Adolescents who were positive for HIV were tested earlier in the progression of the disease, with higher median CD4 cell counts and lower viral loads compared with nonadolescents. Conclusions Adolescents were highly receptive to a multimedia-integrated ED-based HIV testing program, as indicated by their high uptake of testing.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.004994183778762817, 0.48469653725624084, 0.007017793133854866, 0.7063604593276978, 0.03196002170443535, 0.012527329847216606, 0.1143379807472229, 0.01441939640790224, 0.9393796920776367]"
347,"mental health and mental health service use among people aged 45 with multiple sclerosis Multiple sclerosis (MS) is a chronic neurological disease with numerous symptoms and consequences that does not typically reduce life expectancy. Mental health issues are common in this population, yet few investigations have targeted people aging with this disease (i.e., people aged 45+). This study examined factors contributing to mental health challenges among 1282 people with MS aged 45 to 90 and the extent of mental health service use among those who reported problems. Findings showed that functional abilities, age, years since diagnosis, presence of a helper, and self-rated health are related to mental health challenges. Less than 16% of people with mental health challenges were receiving services.","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.9256575703620911, 0.2587733566761017, 0.0831017941236496, 0.7866438031196594, 0.008651389740407467, 0.271659791469574, 0.31868284940719604, 0.03088212199509144, 0.983098566532135]"
348,"limits to meritocracy gender in academic recruitment and promotion processes According to the literature, women researchers are sometimes at a disadvantage in academic recruitment due to insufficient network ties and subtle gender biases among evaluators. But how exactly do highly formal recruitment procedures allow space for mobilizing informal, potentially gendered, network ties? Focusing on the preliminary stages of recruitment, this study covers an underexposed aspect of women’s underrepresentation in academia. By combining recruitment statistics and interviews with department heads at a Danish university, it identifies a discrepancy between the institutionalized beliefs among managers in the meritocracy and the de facto functioning of the recruitment procedures. Of the vacancies for associate- and full professorships, 40% have one applicant, and 19% are announced under closed procedures with clear implications for gender stratification. The interviews reveal a myriad of factors explaining these patterns showing how department heads sometimes exploit decoupling processes to reduce external constraints on management function and ensure organizational certainty.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.013881821185350418, 0.035494256764650345, 0.018472658470273018, 0.9763486385345459, 0.02192794531583786, 0.012672840617597103, 0.037104878574609756, 0.018812021240592003, 0.030680060386657715]"
349,the dietary habits of young people Adolescence is a time when patterns of behaviour can be set for life. This research project sought to listen to young people and understand the things that influence their acceptance of and accessibility to a healthy diet.,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.5268941521644592, 0.29049766063690186, 0.007595083210617304, 0.875950276851654, 0.007632785011082888, 0.011236759833991528, 0.9069506525993347, 0.007766266819089651, 0.4166066348552704]"
350,"community level cancer control in a texas barrio part ii base line and preliminary outcome findings In a quasiexperimental demonstration study, screening rates for breast and cervical cancers were measured among Mexican-American women in selected areas of San Antonio and Houston, Tex. This research was primarily designed to evaluate a cancer-screening promotion program in San Antonio by comparing changes in screening rates in panels from the two barrio communities. In a base-line population survey, we found a small, but significant, proportion of women (10%-15%) lacking Pap smears and a larger proportion (30%-40%) lacking mammography. In a panel study following women who lacked screening at base line, there was a trend toward greater Pap smear use among younger women and a significant increase in mammography for all age groups in San Antonio compared with groups in Houston. Although there was a difference in language use between the communities, rates of newly initiated screening within the communities were similar among monolingual Spanish speakers and among those who used English, supporting the hypothesis that the program increased both groups participation in breast-cancer screening.","[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.17289623618125916, 0.9516423940658569, 0.03397950902581215, 0.010087867267429829, 0.012213769368827343, 0.3810412585735321, 0.9888651371002197, 0.016856368631124496, 0.05166064575314522]"
351,"use of formative research and social network theory to develop a group walking intervention sumter county on the move Although social support is a frequently cited enabler of physical activity, few studies have examined how to harness social support in interventions. This paper describes community-based formative research to design a walking program for mobilizing naturally occurring social networks to support increases in walking behavior. Focus group methods were used to engage community members in discussions about desired walking program features. The research was conducted with underserved communities in Sumter County, South Carolina. The majority of focus group participants were women (76%) and African American (92%). Several important themes emerged from the focus group results regarding attitudes toward walking, facilitators of and barriers to walking, ideal walking program characteristics, and strategies for encouraging community members to walk. Most noteably, the role of existing social networks as a supportive influence on physical activity was a recurring theme in our formative research and a gap in the existing evidence base. The resulting walking program focused on strategies for mobilizing, supporting and reinforcing existing social networks as mechanisms for increasing walking. Our approach to linking theory, empirical evidence and community-based formative research for the development of a walking intervention offers an example for practitioners developing intervention strategies for a wide range of behaviors.","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.008410412818193436, 0.4818006455898285, 0.05691491439938545, 0.43771106004714966, 0.004711975809186697, 0.38557201623916626, 0.949266791343689, 0.012058003805577755, 0.4704833924770355]"
352,"publication productivity and experience factors associated with academic rank among orthopaedic surgery faculty in the united states Background: Many factors play a role in academic promotion among orthopaedic surgeons. This study specifically examined the importance of publication productivity metrics, career duration, and sex on academic rank in orthopaedic surgery programs in the United States. Methods: Faculty at 142 civilian academic orthopaedic surgery departments in 2014 were identified. Geographic region, department size, and 3 specific faculty characteristics (sex, career duration, and academic position) were recorded. The Hirsch index (h-index), defined as the number (h) of an investigator’s publications that have been cited at least h times, was recorded for each surgeon. The m - index was also calculated by dividing the h - index by career duration in years. Thresholds for the h-index and the m - index were identified between junior and senior academic ranks. Multivariate analysis was used to determine whether the 3 physician factors correlated independently with academic rank. Results: The analysis included 4,663 orthopaedic surgeons at 142 academic institutions (24.7% clinical faculty and 75.3% academic faculty). Among academic faculty, the median h - index was 5, the median career duration was 15 years, and the median m - index was 0.37. Thresholds between junior and senior faculty status were 12 for the h - index and 0.51 for the m-index. Female academic faculty had a lower median h-index (3 compared with 5; p < 0.001) and career duration (10 years compared with 16 years; p < 0.001) than male academic faculty, but had a similar median m-index (0.33 compared with 0.38; p = 0.103). A higher h-index and longer career duration correlated independently with an increased probability of senior academic rank (p < 0.001), but sex did not (p = 0.217). Conclusions: This analysis demonstrates that a higher h-index and m - index correlate with a higher academic orthopaedic faculty rank. Although female surgeons had a lower median h - index and a shorter median career duration than male surgeons, their m - index was not significantly different, and thus sex was not an independent predictor for senior academic rank. The identified thresholds (h-index of 12 and m-index of 0.51) between junior and senior academic ranks may be considered as factors in promotion considerations.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.024637876078486443, 0.035096194595098495, 0.01106119155883789, 0.975770115852356, 0.014548316597938538, 0.01279409509152174, 0.03631690517067909, 0.012025715783238411, 0.028379611670970917]"
353,"the effect of tailoring a model hiv prevention program for local adolescent target audiences In five U.S. sites (Nashville, Tennessee; Newark, New Jersey; northern Virginia; Phoenix, Arizona; and Sacramento, California), HIV risk-reduction workshops were mounted as a part of the Prevention Marketing Initiative (PMI). In four of the five sites, the workshop curriculum was a version of Be Proud! Be Responsible! (Jemmott, Jemmott, & McCaffree, 1996) that had been tailored to fit the needs of local target audiences. This article describes the evaluation of the PMI workshops. Protective effects on several behavioral determinants and behavioral outcome measures were observed 1 month after the workshops. Based on the overall pattern of results, it was concluded that the PMI workshops reduced the likelihood of unprotected sex among participants. The intervention developed by Jemmott and colleagues appears to have retained its effectiveness after it was tailored to meet perceived local needs.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5637531280517578, 0.07997983694076538, 0.011366224847733974, 0.18881314992904663, 0.004325008485466242, 0.017856763675808907, 0.013987518846988678, 0.0017413351451978087, 0.2250189632177353]"
354,uptake and outcomes associated with implementation of a community based voluntary hiv counseling and testing program in antigua and barbuda Objective:To evaluate the implementation of community-based voluntary HIV counseling and testing (CBVCT) in the Eastern Caribbean.Methods:A total of 9782 unique HIV testing events performed through...,"[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.15888044238090515, 0.010471610352396965, 0.0307384692132473, 0.2758740186691284, 0.05293313041329384, 0.016347020864486694, 0.19577865302562714, 0.011487663723528385, 0.9435537457466125]"
355,"effect of a cancer screening intervention conducted by lay health workers among inner city women Introduction We conducted a randomized controlled trial to determine if an in-home educational intervention conducted by lay health workers (LHWs) could increase adherence among low-income, inner-city, African-American women to breast and cervical cancer screening schedules. Methods We recruited 321 African-American women from diverse inner-city sources. After baseline interviews, they were randomly assigned to either the intervention (n = 163) or the control (n = 158) group. Those in the intervention group were visited in their homes up to three times by LHWs who provided a culturally sensitive educational program that emphasized the need for screening. Results Ninety-three (93) women in the intervention group and 102 in the control group completed the postintervention interview. For Pap smears, the increase in screening was similar in both groups. For clinical breast exams (CBEs), however, there was a modest increase in the intervention group. The improvement was greatest for mammography, for which there was a 10% to 12 % increase. Among women who were not on recommended schedules at baseline, the improvement was substantial and greater in the intervention group. Conclusions LHWs’ intervention appeared to improve the rate at which inner-city women obtained CBEs and mammograms, but had no effect on Pap smears. A high attrition rate weakened our ability to make conclusive statements about the exact impact of the intervention.","[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.22525006532669067, 0.9348665475845337, 0.021259989589452744, 0.020443664863705635, 0.015144946053624153, 0.11871740967035294, 0.9932470321655273, 0.02063339576125145, 0.039377156645059586]"
356,"telephone support for pregnant women outcome in late pregnancy Aim The aim of the study was to test the psychosocial benefits of a telephone support program for pregnant women. Method Randomised controlled trial. The study sample were women recruited from an antenatal clinic and general practice surgeries who were less than 20 weeks gestation and either single or in a relationship where the partner was unemployed. Women in the intervention group received weekly telephone calls throughout their pregnancy. All women were interviewed initially and at 34 weeks gestation. There were 66 women in the control group and 65 women in the intervention group. Results The intervention and control groups did not differ significantly on the psychosocial measures at baseline. Comparisons at 34 weeks were made by analysis of covariance using the baseline scores. The intervention group at 34 weeks had lower stress scores than the control group (means 16.5 vs 18.4, p = 0.02), lower trait anxiety (means 35.2 vs 39.4, p = 0.04) and less depressed mood (means 6.6 vs 8.1, p = 0.02). Self esteem was higher for the intervention group (means 34.9 vs 32.5, p = 0.008). The intervention failed to alter smoking but the intervention women did report more use of community resources (p = 0.02) and were less likely to skip meals (p = 0.03). Conclusion A low cost health promotion program of telephone support during pregnancy can significantly improve a woman s psychosocial status during pregnancy.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[0.12413346767425537, 0.06774213910102844, 0.020877625793218613, 0.2418375313282013, 0.0017729366663843393, 0.15815529227256775, 0.5666179656982422, 0.0055382996797561646, 0.887067437171936]"
357,"every step counts effects of a structured walking intervention in a community based senior organization This study evaluated “Every Step Counts!”—a 10-wk, structured walking intervention in a community-based senior organization—on promoting physical activity participation, fitness, and well-being among older adults (age ≥ 55 yr). The intervention prescribed pedometer-defined walks in weekly walking schedules. These were fitness-tailored and structured in walking load (intensity/volume) according to the principles of training progression. This intervention was offered as a social activity at meeting points of a community-based senior organization. Twenty-nine meeting points (n = 432) constituted the intervention condition. Ten meeting points (n = 148) formed the wait-list control condition. Measurements were organized at intervention start (pretest) and end (posttest). Intention-to-treat linear mixed models showed small positive intervention effects on physical activity, fitness, and aspects of well-being. These results confirm the effectiveness of structured walking interventions with systematic training pr...","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0041897594928741455, 0.5668386816978455, 0.013547695241868496, 0.9112734198570251, 0.003932320978492498, 0.28508415818214417, 0.46132543683052063, 0.010350792668759823, 0.5599899291992188]"
358,"social disparities in parental smoking and young children s exposure to secondhand smoke at home a time trend analysis of repeated cross sectional data from the german kiggs study between 2003 2006 and 2009 2012 Children who are exposed to secondhand smoke (SHS) have an increased risk of a wide range of health problems and illnesses. Smoke-free legislation aims to improve indoor air quality and in this way protect the health of people who do not smoke. This paper examines trends in SHS exposure at home among children in Germany since the introduction of smoking bans in public places. Special focus is placed on the importance of the family of origin’s socioeconomic status (SES) and on parental smoking behaviour. The analyses are based on two waves of the “German Health Interview and Examination Survey for Children and Adolescents” (KiGGS)—one of which was conducted immediately before the introduction of central smoke-free legislation in the 2003-2006 period, the other approximately 6 years later from 2009 to 2012. A comparison is made between the answers given by the parents of children aged between 0 to 6 (KiGGS baseline study, n = 6680; KiGGS Wave 1, n = 4455). Domestic SHS exposure is covered in the parent interviews by asking whether anyone is allowed to smoke at home in the presence of their child. Parental smoking behaviour is determined separately for mothers and fathers. SES is determined on the basis of the parents’ education, occupational status and income. The percentage of 0- to 6-year-old children exposed to SHS in the parental home fell from 23.9 to 6.6 % in the period from 2003-2006 to 2009-2012. At the same time, the percentage of children with at least one parent who smokes decreased from 49.8 to 41.8 %. While relative social inequalities in parental smoking behaviour have tended to increase over time, inequalities in domestic SHS exposure have persisted. Children whose parents smoke and children from low-SES families are still most likely to be exposed to tobacco smoke. In both study periods and after statistical adjustment for parental smoking behaviour, children with a low SES had a 6.6-fold higher risk for SHS exposure in the parental home than children from high-SES households. The results of the KiGGS study show that the proportion of children in Germany who are exposed to SHS at home has declined significantly over the last few years. There is much to suggest that the smoke-free legislation that has been introduced in Germany has led to a heightened awareness of the health risks of SHS both in public and in the private sphere, as well as to a denormalization of smoking. Children whose parents smoke, and among them particularly children from socially disadvantaged families, should be recognised as key target groups when implementing future tobacco-control measures.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.4283924698829651, 0.06396262347698212, 0.42493706941604614, 0.1394648551940918, 0.014678282663226128, 0.9834164381027222, 0.9579486846923828, 0.018952548503875732, 0.03782033920288086]"
359,"a mixed methods investigation of the motivations goals and aspirations of male and female academic medical faculty PurposeUnderstanding the goals and aspirations of the physician–scientist workforce can inform policies to promote retention. The authors explored gender differences therein, given women’s increasing representation.MethodIn 2010–2011, the authors qualitatively analyzed interviews with 100 former rec","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.01422660518437624, 0.03677486255764961, 0.01186390407383442, 0.9676032066345215, 0.017891166731715202, 0.011408821679651737, 0.02113436721265316, 0.012957517057657242, 0.05139720067381859]"
360,"promoting physical activity in low income african american communities the parr project Data suggest that low-income and minority individuals are less physically active than the general population. We conducted a constituency-based physical activity promotion program, the Physical Activity for Risk Reduction (PARR) project, from 1988 to 1991, with residents of rental communities administered by the Housing Authority of the Birmingham District in Birmingham, Alabama. Data collected through focus groups and by survey of randomly selected residents exercise practices, beliefs, barriers to and facilitators of physical activity were used to develop specific intervention programs that were implemented and evaluated in six intervention and two control communities through surveys and process evaluations. Trained community residents conducted data collection and interventions. Ninety-nine percent of respondents in the baseline survey were African Americans. Thirty-one percent reported no participation in any of 13 physical activities in the previous year. Significant differences (P < .05) in average attendance by community at group exercise sessions indicated substantial variability in effectiveness of the intervention, due at least in part to factors related to both the communities and the leaders. This variability appeared to explain patterns of change in preintervention and postintervention physical activity scores in intervention communities. Data and experiences from PARR will be applicable to the delivery of similar types of health-related programs in undeserved communities.","[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.03959444537758827, 0.9321862459182739, 0.04405670240521431, 0.013658947311341763, 0.016972823068499565, 0.3377239406108856, 0.9922122955322266, 0.013283084146678448, 0.1528051197528839]"
361,"disparities in the geographical distribution of authorship between invited and peer reviewed papers Fifty issues of the British Medical Journal (BMJ), The Lancet, The British Journal of Psychiatry and Psychological Medicine were scrutinized. Papers were designated as invited or peer reviewed and the geographical location of the first author was recorded. For UK-based authors, the latitude and longitude of the host institution was noted and was allocated to one of the UK regions. Of invited papers 805 of 1227 (66%) were by UK-based authors compared with 1442 of 2896 peer reviewed papers (50%), odds ratio 1.92 (95% CI 1.67-2.21) with a similar pattern prevailing in each of the four journals. Within the UK, authorships of invited versus peer reviewed papers showed a preponderance of invited authors based in southeast England, odds ratio 1.30 (95% CI 1.09-1.56). For individual Journals, the Lancet and the British Journal of Psychiatry showed fewer regional disparities in authorship than the BMJ and Psychological Medicine. These disparities may lead to nationalism and parochiality in the content of invited papers. Journal editors may wish to review selection practices for authorship of invited papers.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3639436960220337, 0.020695120096206665, 0.025218959897756577, 0.4786137044429779, 0.013349293731153011, 0.007802694104611874, 0.0025906688533723354, 0.013223064132034779, 0.15148571133613586]"
362,"insulin pump therapy in children with type 1 diabetes analysis of data from the sweet registry Background Intensified insulin delivery using multiple daily injections (MDI) or continuous subcutaneous insulin infusion (CSII) is recommended in children with type 1 diabetes (T1D) to achieve good metabolic control. Objective To examine the frequency of pump usage in T1D children treated in SWEET (Better control in Paediatric and Adolescent diabeteS: Working to crEate CEnTers of Reference) centers and to compare metabolic control between patients treated with CSII vs MDI. Methods This study included 16 570 T1D children participating in the SWEET prospective, multicenter, standardized diabetes patient registry. Datasets were aggregated over the most recent year of treatment for each patient. Data were collected until March 2016. To assess the organization of pump therapy a survey was carried out. Results Overall, 44.4% of T1D children were treated with CSII. The proportion of patients with pump usage varied between centers and decreased with increasing age compared with children treated with MDI. In a logistic regression analysis adjusting for age, gender and diabetes duration, the use of pump was associated with both: center size [odd ratio 1.51 (1.47-1.55), P < .0001) and the diabetes-related expenditure per capita [odd ratio 1.55 (1.49-1.61), P < .0001]. Linear regression analysis, adjusted for age, gender, and diabetes duration showed that both HbA1c and daily insulin dose (U/kg/d) remained decreased in children treated with CSII compared to MDI (P < .0001). Conclusions Insulin pump therapy is offered by most Sweet centers. The differences between centers affect the frequency of use of modern technology. Despite the heterogeneity of centers, T1D children achieve relatively good metabolic control, especially those treated with insulin pumps and those of younger age.","[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.9867033958435059, 0.6398240923881531, 0.11471225321292877, 0.989974319934845, 0.01616673171520233, 0.11031612753868103, 0.8202548623085022, 0.02689918875694275, 0.008910516276955605]"
363,"patient adoption of an internet based diabetes medication tool to improve adherence a pilot study Abstract Objective To investigate the effect of a video intervention, Managing Your Diabetes Medicines, on patient self-efficacy, problems with using medication, and medication adherence in a rural, mostly African American population. Methods Patients selected their problem areas in medication use and watched one of nine 2-min videos with a research assistant at a clinic or pharmacy and were given an access code to watch all the videos at their convenience. Outcomes were measured at baseline and 3-month follow-up. Results Fifty-one patients were enrolled; 84% were African American and 80% were female (mean age: 54 years). Seventy-three percent watched at least one module after the initial visit. Improved self-efficacy was associated with a decrease in concerns about medications ( r = −0.64). Low literate patients experienced greater improvement in self-efficacy than more literate patients ( t = 2.54, p = 0.02). Patients’ mean number of problems declined from 6.14 to 5.03. The number of patients with high or medium adherence rose from 33% at baseline to 43% at 3-month follow-up. Conclusions A practical, customized video intervention may help improve patient self-efficacy, reduce problems with medication use, and improve medication adherence in diabetes patients. Practice implications Providers should consider implementing technology-based interventions in the clinic to address common problems that patients have with self-management.","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.24399268627166748, 0.9714922308921814, 0.016388176009058952, 0.8684418201446533, 0.003050014842301607, 0.43604138493537903, 0.7282978892326355, 0.002833273261785507, 0.18551184237003326]"
364,"the effect of the more active mums in stirling trial on body composition and psychological well being among postnatal women Introduction. Physical activity is important for health and well-being; however, rates of postnatal physical activity can be low. This paper reports the secondary outcomes of a trial aimed at increasing physical activity among postnatal women. Methods. More Active MuMs in Stirling (MAMMiS) was a randomised controlled trial testing the effect of physical activity consultation and pram walking group intervention among inactive postnatal women. Data were collected on postnatal weight, body composition, general well-being, and fatigue. Participants were also interviewed regarding motivations and perceived benefits of participating in the trial. Results. There was no significant effect of the intervention on any weight/body composition outcome or on general well-being at three or six months of follow-up. There was a significant but inconsistent difference in fatigue between groups. Qualitative data highlighted a number of perceived benefits to weight, body composition, and particularly well-being (including improved fatigue) which were not borne out by objective data. Discussion. The MAMMiS study found no impact of the physical activity intervention on body composition and psychological well-being and indicates that further research is required to identify successful approaches to increase physical activity and improve health and well-being among postnatal women.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9624682664871216, 0.007827626541256905, 0.5766711235046387, 0.9686375856399536, 0.050599247217178345, 0.10516636818647385, 0.03629520535469055, 0.2567140758037567, 0.19657863676548004]"
365,nan,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.48412665724754333, 0.2847236394882202, 0.08852045238018036, 0.5276834964752197, 0.0879490077495575, 0.2066291868686676, 0.4177854061126709, 0.07343725860118866, 0.3287053108215332]"
