,Text,Ground truth,Prediction,Probability
351,"use of formative research and social network theory to develop a group walking intervention sumter county on the move Although social support is a frequently cited enabler of physical activity, few studies have examined how to harness social support in interventions. This paper describes community-based formative research to design a walking program for mobilizing naturally occurring social networks to support increases in walking behavior. Focus group methods were used to engage community members in discussions about desired walking program features. The research was conducted with underserved communities in Sumter County, South Carolina. The majority of focus group participants were women (76%) and African American (92%). Several important themes emerged from the focus group results regarding attitudes toward walking, facilitators of and barriers to walking, ideal walking program characteristics, and strategies for encouraging community members to walk. Most noteably, the role of existing social networks as a supportive influence on physical activity was a recurring theme in our formative research and a gap in the existing evidence base. The resulting walking program focused on strategies for mobilizing, supporting and reinforcing existing social networks as mechanisms for increasing walking. Our approach to linking theory, empirical evidence and community-based formative research for the development of a walking intervention offers an example for practitioners developing intervention strategies for a wide range of behaviors.","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[1, 1, 1, 0, 0, 0, 1, 0, 1]","[0.9969050288200378, 0.9999935626983643, 0.9999574422836304, 4.5609976950800046e-05, 6.987886536080623e-07, 4.8446349865116645e-06, 0.999984622001648, 0.00026425119722262025, 0.9997822642326355]"
352,"publication productivity and experience factors associated with academic rank among orthopaedic surgery faculty in the united states Background: Many factors play a role in academic promotion among orthopaedic surgeons. This study specifically examined the importance of publication productivity metrics, career duration, and sex on academic rank in orthopaedic surgery programs in the United States. Methods: Faculty at 142 civilian academic orthopaedic surgery departments in 2014 were identified. Geographic region, department size, and 3 specific faculty characteristics (sex, career duration, and academic position) were recorded. The Hirsch index (h-index), defined as the number (h) of an investigator’s publications that have been cited at least h times, was recorded for each surgeon. The m - index was also calculated by dividing the h - index by career duration in years. Thresholds for the h-index and the m - index were identified between junior and senior academic ranks. Multivariate analysis was used to determine whether the 3 physician factors correlated independently with academic rank. Results: The analysis included 4,663 orthopaedic surgeons at 142 academic institutions (24.7% clinical faculty and 75.3% academic faculty). Among academic faculty, the median h - index was 5, the median career duration was 15 years, and the median m - index was 0.37. Thresholds between junior and senior faculty status were 12 for the h - index and 0.51 for the m-index. Female academic faculty had a lower median h-index (3 compared with 5; p < 0.001) and career duration (10 years compared with 16 years; p < 0.001) than male academic faculty, but had a similar median m-index (0.33 compared with 0.38; p = 0.103). A higher h-index and longer career duration correlated independently with an increased probability of senior academic rank (p < 0.001), but sex did not (p = 0.217). Conclusions: This analysis demonstrates that a higher h-index and m - index correlate with a higher academic orthopaedic faculty rank. Although female surgeons had a lower median h - index and a shorter median career duration than male surgeons, their m - index was not significantly different, and thus sex was not an independent predictor for senior academic rank. The identified thresholds (h-index of 12 and m-index of 0.51) between junior and senior academic ranks may be considered as factors in promotion considerations.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[4.9519453568791505e-06, 6.765280318177247e-07, 5.46400826806348e-07, 0.9999598264694214, 6.175222324600327e-07, 3.00145143228292e-06, 7.647220741091587e-07, 4.675701177347946e-07, 4.379759047878906e-06]"
353,"the effect of tailoring a model hiv prevention program for local adolescent target audiences In five U.S. sites (Nashville, Tennessee; Newark, New Jersey; northern Virginia; Phoenix, Arizona; and Sacramento, California), HIV risk-reduction workshops were mounted as a part of the Prevention Marketing Initiative (PMI). In four of the five sites, the workshop curriculum was a version of Be Proud! Be Responsible! (Jemmott, Jemmott, & McCaffree, 1996) that had been tailored to fit the needs of local target audiences. This article describes the evaluation of the PMI workshops. Protective effects on several behavioral determinants and behavioral outcome measures were observed 1 month after the workshops. Based on the overall pattern of results, it was concluded that the PMI workshops reduced the likelihood of unprotected sex among participants. The intervention developed by Jemmott and colleagues appears to have retained its effectiveness after it was tailored to meet perceived local needs.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.12373488396406174, 1.6362062524422072e-05, 2.2297358555078972e-06, 5.8310837630415335e-05, 1.2045995845255675e-06, 2.8726202799589373e-05, 2.339439743082039e-05, 6.472724862760515e-07, 0.00018274641479365528]"
354,uptake and outcomes associated with implementation of a community based voluntary hiv counseling and testing program in antigua and barbuda Objective:To evaluate the implementation of community-based voluntary HIV counseling and testing (CBVCT) in the Eastern Caribbean.Methods:A total of 9782 unique HIV testing events performed through...,"[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.06460683047771454, 1.847330850068829e-06, 3.997183739556931e-06, 0.00010829090751940385, 5.238272933638655e-06, 6.4493378886254504e-06, 1.0785451195260976e-05, 8.374585718229355e-07, 0.9999886751174927]"
355,"effect of a cancer screening intervention conducted by lay health workers among inner city women Introduction We conducted a randomized controlled trial to determine if an in-home educational intervention conducted by lay health workers (LHWs) could increase adherence among low-income, inner-city, African-American women to breast and cervical cancer screening schedules. Methods We recruited 321 African-American women from diverse inner-city sources. After baseline interviews, they were randomly assigned to either the intervention (n = 163) or the control (n = 158) group. Those in the intervention group were visited in their homes up to three times by LHWs who provided a culturally sensitive educational program that emphasized the need for screening. Results Ninety-three (93) women in the intervention group and 102 in the control group completed the postintervention interview. For Pap smears, the increase in screening was similar in both groups. For clinical breast exams (CBEs), however, there was a modest increase in the intervention group. The improvement was greatest for mammography, for which there was a 10% to 12 % increase. Among women who were not on recommended schedules at baseline, the improvement was substantial and greater in the intervention group. Conclusions LHWs’ intervention appeared to improve the rate at which inner-city women obtained CBEs and mammograms, but had no effect on Pap smears. A high attrition rate weakened our ability to make conclusive statements about the exact impact of the intervention.","[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[0, 1, 0, 0, 0, 1, 1, 0, 0]","[0.47788119316101074, 0.9999991655349731, 6.876945235489984e-07, 6.465334445238113e-05, 6.302821020653937e-07, 0.961137592792511, 0.9999986886978149, 4.3217772827119916e-07, 6.004032911732793e-06]"
356,"telephone support for pregnant women outcome in late pregnancy Aim The aim of the study was to test the psychosocial benefits of a telephone support program for pregnant women. Method Randomised controlled trial. The study sample were women recruited from an antenatal clinic and general practice surgeries who were less than 20 weeks gestation and either single or in a relationship where the partner was unemployed. Women in the intervention group received weekly telephone calls throughout their pregnancy. All women were interviewed initially and at 34 weeks gestation. There were 66 women in the control group and 65 women in the intervention group. Results The intervention and control groups did not differ significantly on the psychosocial measures at baseline. Comparisons at 34 weeks were made by analysis of covariance using the baseline scores. The intervention group at 34 weeks had lower stress scores than the control group (means 16.5 vs 18.4, p = 0.02), lower trait anxiety (means 35.2 vs 39.4, p = 0.04) and less depressed mood (means 6.6 vs 8.1, p = 0.02). Self esteem was higher for the intervention group (means 34.9 vs 32.5, p = 0.008). The intervention failed to alter smoking but the intervention women did report more use of community resources (p = 0.02) and were less likely to skip meals (p = 0.03). Conclusion A low cost health promotion program of telephone support during pregnancy can significantly improve a woman s psychosocial status during pregnancy.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[1, 0, 0, 1, 0, 1, 1, 0, 0]","[0.9525676369667053, 0.00041568116284906864, 6.857036396468175e-07, 0.9992424249649048, 7.143808602450008e-07, 0.5180941224098206, 0.9999984502792358, 7.617094297529547e-07, 0.0008225023630075157]"
357,"every step counts effects of a structured walking intervention in a community based senior organization This study evaluated “Every Step Counts!”—a 10-wk, structured walking intervention in a community-based senior organization—on promoting physical activity participation, fitness, and well-being among older adults (age ≥ 55 yr). The intervention prescribed pedometer-defined walks in weekly walking schedules. These were fitness-tailored and structured in walking load (intensity/volume) according to the principles of training progression. This intervention was offered as a social activity at meeting points of a community-based senior organization. Twenty-nine meeting points (n = 432) constituted the intervention condition. Ten meeting points (n = 148) formed the wait-list control condition. Measurements were organized at intervention start (pretest) and end (posttest). Intention-to-treat linear mixed models showed small positive intervention effects on physical activity, fitness, and aspects of well-being. These results confirm the effectiveness of structured walking interventions with systematic training pr...","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1, 0, 0, 1, 0, 1]","[4.406946572999004e-06, 1.2658017567446223e-06, 8.961923595052212e-05, 0.9998724460601807, 7.291234851436457e-07, 0.1401233971118927, 0.9989722967147827, 1.9794686068053124e-06, 0.9999548196792603]"
358,"social disparities in parental smoking and young children s exposure to secondhand smoke at home a time trend analysis of repeated cross sectional data from the german kiggs study between 2003 2006 and 2009 2012 Children who are exposed to secondhand smoke (SHS) have an increased risk of a wide range of health problems and illnesses. Smoke-free legislation aims to improve indoor air quality and in this way protect the health of people who do not smoke. This paper examines trends in SHS exposure at home among children in Germany since the introduction of smoking bans in public places. Special focus is placed on the importance of the family of origin’s socioeconomic status (SES) and on parental smoking behaviour. The analyses are based on two waves of the “German Health Interview and Examination Survey for Children and Adolescents” (KiGGS)—one of which was conducted immediately before the introduction of central smoke-free legislation in the 2003-2006 period, the other approximately 6 years later from 2009 to 2012. A comparison is made between the answers given by the parents of children aged between 0 to 6 (KiGGS baseline study, n = 6680; KiGGS Wave 1, n = 4455). Domestic SHS exposure is covered in the parent interviews by asking whether anyone is allowed to smoke at home in the presence of their child. Parental smoking behaviour is determined separately for mothers and fathers. SES is determined on the basis of the parents’ education, occupational status and income. The percentage of 0- to 6-year-old children exposed to SHS in the parental home fell from 23.9 to 6.6 % in the period from 2003-2006 to 2009-2012. At the same time, the percentage of children with at least one parent who smokes decreased from 49.8 to 41.8 %. While relative social inequalities in parental smoking behaviour have tended to increase over time, inequalities in domestic SHS exposure have persisted. Children whose parents smoke and children from low-SES families are still most likely to be exposed to tobacco smoke. In both study periods and after statistical adjustment for parental smoking behaviour, children with a low SES had a 6.6-fold higher risk for SHS exposure in the parental home than children from high-SES households. The results of the KiGGS study show that the proportion of children in Germany who are exposed to SHS at home has declined significantly over the last few years. There is much to suggest that the smoke-free legislation that has been introduced in Germany has led to a heightened awareness of the health risks of SHS both in public and in the private sphere, as well as to a denormalization of smoking. Children whose parents smoke, and among them particularly children from socially disadvantaged families, should be recognised as key target groups when implementing future tobacco-control measures.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1, 0, 1, 0, 0, 0, 1, 0, 0]","[0.9948509335517883, 1.6440408217022195e-06, 0.987206757068634, 0.14761660993099213, 9.927932751452317e-07, 0.0018063996685668826, 0.9945762157440186, 4.754226949899021e-07, 5.072388375992887e-05]"
359,"a mixed methods investigation of the motivations goals and aspirations of male and female academic medical faculty PurposeUnderstanding the goals and aspirations of the physician–scientist workforce can inform policies to promote retention. The authors explored gender differences therein, given women’s increasing representation.MethodIn 2010–2011, the authors qualitatively analyzed interviews with 100 former rec","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[5.538962795981206e-06, 1.3543921113523538e-06, 1.0655421647243202e-06, 0.9999679327011108, 8.342477144651639e-07, 4.474484285310609e-06, 8.355918339475465e-07, 1.3072686897430685e-06, 8.835623157210648e-05]"
360,"promoting physical activity in low income african american communities the parr project Data suggest that low-income and minority individuals are less physically active than the general population. We conducted a constituency-based physical activity promotion program, the Physical Activity for Risk Reduction (PARR) project, from 1988 to 1991, with residents of rental communities administered by the Housing Authority of the Birmingham District in Birmingham, Alabama. Data collected through focus groups and by survey of randomly selected residents exercise practices, beliefs, barriers to and facilitators of physical activity were used to develop specific intervention programs that were implemented and evaluated in six intervention and two control communities through surveys and process evaluations. Trained community residents conducted data collection and interventions. Ninety-nine percent of respondents in the baseline survey were African Americans. Thirty-one percent reported no participation in any of 13 physical activities in the previous year. Significant differences (P < .05) in average attendance by community at group exercise sessions indicated substantial variability in effectiveness of the intervention, due at least in part to factors related to both the communities and the leaders. This variability appeared to explain patterns of change in preintervention and postintervention physical activity scores in intervention communities. Data and experiences from PARR will be applicable to the delivery of similar types of health-related programs in undeserved communities.","[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[0, 1, 0, 0, 0, 0, 1, 0, 1]","[3.018738198079518e-06, 0.9999986886978149, 4.715402894817089e-07, 4.673372313845903e-05, 8.113915441754216e-07, 4.2896237573586404e-05, 0.999998927116394, 1.3697223266717629e-06, 0.6900659799575806]"
361,"disparities in the geographical distribution of authorship between invited and peer reviewed papers Fifty issues of the British Medical Journal (BMJ), The Lancet, The British Journal of Psychiatry and Psychological Medicine were scrutinized. Papers were designated as invited or peer reviewed and the geographical location of the first author was recorded. For UK-based authors, the latitude and longitude of the host institution was noted and was allocated to one of the UK regions. Of invited papers 805 of 1227 (66%) were by UK-based authors compared with 1442 of 2896 peer reviewed papers (50%), odds ratio 1.92 (95% CI 1.67-2.21) with a similar pattern prevailing in each of the four journals. Within the UK, authorships of invited versus peer reviewed papers showed a preponderance of invited authors based in southeast England, odds ratio 1.30 (95% CI 1.09-1.56). For individual Journals, the Lancet and the British Journal of Psychiatry showed fewer regional disparities in authorship than the BMJ and Psychological Medicine. These disparities may lead to nationalism and parochiality in the content of invited papers. Journal editors may wish to review selection practices for authorship of invited papers.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9999808073043823, 1.5339792298618704e-06, 7.1574736466573086e-06, 0.0017322839703410864, 6.371924996528833e-07, 7.3246997089881916e-06, 8.777168432061444e-07, 5.207473350310465e-07, 4.526377779257018e-06]"
362,"insulin pump therapy in children with type 1 diabetes analysis of data from the sweet registry Background Intensified insulin delivery using multiple daily injections (MDI) or continuous subcutaneous insulin infusion (CSII) is recommended in children with type 1 diabetes (T1D) to achieve good metabolic control. Objective To examine the frequency of pump usage in T1D children treated in SWEET (Better control in Paediatric and Adolescent diabeteS: Working to crEate CEnTers of Reference) centers and to compare metabolic control between patients treated with CSII vs MDI. Methods This study included 16 570 T1D children participating in the SWEET prospective, multicenter, standardized diabetes patient registry. Datasets were aggregated over the most recent year of treatment for each patient. Data were collected until March 2016. To assess the organization of pump therapy a survey was carried out. Results Overall, 44.4% of T1D children were treated with CSII. The proportion of patients with pump usage varied between centers and decreased with increasing age compared with children treated with MDI. In a logistic regression analysis adjusting for age, gender and diabetes duration, the use of pump was associated with both: center size [odd ratio 1.51 (1.47-1.55), P < .0001) and the diabetes-related expenditure per capita [odd ratio 1.55 (1.49-1.61), P < .0001]. Linear regression analysis, adjusted for age, gender, and diabetes duration showed that both HbA1c and daily insulin dose (U/kg/d) remained decreased in children treated with CSII compared to MDI (P < .0001). Conclusions Insulin pump therapy is offered by most Sweet centers. The differences between centers affect the frequency of use of modern technology. Despite the heterogeneity of centers, T1D children achieve relatively good metabolic control, especially those treated with insulin pumps and those of younger age.","[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1, 1, 0, 1, 0, 0, 0, 0, 0]","[0.9999972581863403, 0.9999842643737793, 0.07061553001403809, 0.999961256980896, 6.004004831083876e-07, 7.803912922099698e-06, 0.0004350686795078218, 4.615220063897141e-07, 3.007402710863971e-06]"
363,"patient adoption of an internet based diabetes medication tool to improve adherence a pilot study Abstract Objective To investigate the effect of a video intervention, Managing Your Diabetes Medicines, on patient self-efficacy, problems with using medication, and medication adherence in a rural, mostly African American population. Methods Patients selected their problem areas in medication use and watched one of nine 2-min videos with a research assistant at a clinic or pharmacy and were given an access code to watch all the videos at their convenience. Outcomes were measured at baseline and 3-month follow-up. Results Fifty-one patients were enrolled; 84% were African American and 80% were female (mean age: 54 years). Seventy-three percent watched at least one module after the initial visit. Improved self-efficacy was associated with a decrease in concerns about medications ( r = −0.64). Low literate patients experienced greater improvement in self-efficacy than more literate patients ( t = 2.54, p = 0.02). Patients’ mean number of problems declined from 6.14 to 5.03. The number of patients with high or medium adherence rose from 33% at baseline to 43% at 3-month follow-up. Conclusions A practical, customized video intervention may help improve patient self-efficacy, reduce problems with medication use, and improve medication adherence in diabetes patients. Practice implications Providers should consider implementing technology-based interventions in the clinic to address common problems that patients have with self-management.","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[0.9999579191207886, 0.9999970197677612, 4.988319233234506e-06, 0.0011242239270359278, 6.212565608620935e-07, 0.0001354209380224347, 1.5145240013225703e-06, 1.1378259614502895e-06, 1.2553582564578392e-05]"
364,"the effect of the more active mums in stirling trial on body composition and psychological well being among postnatal women Introduction. Physical activity is important for health and well-being; however, rates of postnatal physical activity can be low. This paper reports the secondary outcomes of a trial aimed at increasing physical activity among postnatal women. Methods. More Active MuMs in Stirling (MAMMiS) was a randomised controlled trial testing the effect of physical activity consultation and pram walking group intervention among inactive postnatal women. Data were collected on postnatal weight, body composition, general well-being, and fatigue. Participants were also interviewed regarding motivations and perceived benefits of participating in the trial. Results. There was no significant effect of the intervention on any weight/body composition outcome or on general well-being at three or six months of follow-up. There was a significant but inconsistent difference in fatigue between groups. Qualitative data highlighted a number of perceived benefits to weight, body composition, and particularly well-being (including improved fatigue) which were not borne out by objective data. Discussion. The MAMMiS study found no impact of the physical activity intervention on body composition and psychological well-being and indicates that further research is required to identify successful approaches to increase physical activity and improve health and well-being among postnatal women.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[1, 0, 1, 1, 0, 0, 0, 0, 1]","[0.9999144077301025, 9.691336163086817e-05, 0.9916087985038757, 0.9999721050262451, 5.708963044526172e-07, 0.2204209566116333, 0.00014654443657491356, 6.733887971677177e-07, 0.8760573863983154]"
365,nan,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[0.44133782386779785, 0.0648006871342659, 0.025813661515712738, 0.7638229727745056, 0.010490535758435726, 0.01954914629459381, 0.39800742268562317, 0.0030569357331842184, 0.19406773149967194]"
366,"two mechanisms the role of social capital and industrial pollution exposure in explaining racial disparities in self rated health This study provides an empirical test of two mechanisms (social capital and exposure to air pollution) that are theorized to mediate the effect of neighborhood on health and contribute to racial disparities in health outcomes. To this end, we utilize the Social Capital Benchmark Study, a national survey of individuals nested within communities in the United States, to estimate how multiple dimensions of social capital and exposure to air pollution, explain racial disparities in self-rated health. Our main findings show that when controlling for individual-confounders, and nesting within communities, our indicator of cognitive bridging, generalized trust, decreases the gap in self-rated health between African Americans and Whites by 84%, and the gap between Hispanics and Whites by 54%. Our other indicator of cognitive social capital, cognitive linking as represented by engagement in politics, decreases the gap in health between Hispanics and Whites by 32%, but has little impact on African Americans. We also assessed whether the gap in health was explained by respondents’ estimated exposure to toxicity-weighted air pollutants from large industrial facilities over the previous year. Our results show that accounting for exposure to these toxins has no effect on the racial gap in self-rated health in these data. This paper contributes to the neighborhood effects literature by examining the impact that estimated annual industrial air pollution, and multiple measures of social capital, have on explaining the racial gap in health in a sample of individuals nested within communities across the United States.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[3.4334170777583495e-06, 0.9999974966049194, 4.834458650293527e-06, 3.536599615472369e-05, 8.356395824193896e-07, 8.565610187361017e-06, 0.010700005106627941, 4.76913101010723e-07, 3.530869662426994e-06]"
367,"walking sustainability and health findings from a study of a walking for health group Not only is it tacitly understood that walking is good for health and well-being but there is also now robust evidence to support this link. There is also growing evidence that regular short walks can be a protective factor for a range of long-term health conditions. Walking in the countryside can bring additional benefits, but access to the countryside brings complexities, especially for people with poorer material resources and from different ethnic communities. Reasons for people taking up walking as a physical activity are reasonably well understood, but factors linked to sustained walking, and therefore sustained benefit, are not. Based on an ethnographic study of a Walking for Health group in Lincolnshire, UK, this paper considers the motivations and rewards of group walks for older people. Nineteen members of the walking group, almost all with long-term conditions, took part in tape-recorded interviews about the personal benefits of walking. The paper provides insights into the links between walking as a sustainable activity and health, and why a combination of personal adaptive capacities, design elements of the walks and relational achievements of the walking group are important to this understanding. The paper concludes with some observations about the need to reframe conventional thinking about adherence to physical activity programmes.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1, 1, 0, 1, 0, 0, 1, 0, 0]","[0.9999902248382568, 0.9999982118606567, 1.9329811038915068e-05, 0.9997745156288147, 1.2219484233355615e-06, 6.517336714750854e-06, 0.9999765157699585, 8.39205426927947e-07, 7.677226676605642e-05]"
368,"the effects of habitual functional training on physical functioning in patients after hip fracture the protocol of the hipfrac study The survivors after hip fracture often report severe pain and loss of physical functioning. The poor outcomes cause negative impact on the person’s physical functioning and quality of life and put a financial burden on society. Rehabilitation is important to improve physical functioning after hip fracture. To maintain the continuity in rehabilitation we have an assumption that it is of utmost importance to continue and progress the functional training that already started at the hospital, while the patients are transferred to short-term stays in a nursing home before they are returning to home. The aim presently is to examine the effects of a functional training program, initiated by the physiotherapist and performed by the nurses, on physical functioning while the patients are at short term stays in primary health care. Inclusion and randomization will take place during hospital stay. All patients 65 years or above who have sustained a hip fracture are eligible, except if they have a score on Mini Mental State (MMS-E) of less than 15, could walk less than 10 m prior to the fracture, or are terminally ill. The intervention consists of additional functional training as part of the habitual daily routine during short term stays at nursing homes after discharge from hospital. The primary outcome is physical functioning measured by the Short Physical Performance Battery (SPPB). Secondary outcomes are Timed “Up & Go” (TUG), hand grip strength, activPAL accelerometer, and self-reported measures like new Mobility Score (NMS), Walking Habits, University of California Los Angeles (UCLA) activity scale, Fall efficacy scale (FES), EuroQol health status measure (EQ-5D-5 L), and pain. Issues related to internal and external validity in the study are discussed. The outline for the arguments in this protocol is organized according to the guidelines of the Medical Research Council (MRC) guidance on how to develop and evaluate complex interventions. ClinicalTrials.gov NCT02780076 .","[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[1, 0, 0, 1, 0, 0, 0, 0, 1]","[0.9999961853027344, 0.00017145852325484157, 9.46396141898731e-07, 0.9996708631515503, 5.701231202692725e-07, 7.499770617869217e-06, 3.2019702302932274e-06, 0.08769577741622925, 0.9696764349937439]"
369,nan,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[0.44133782386779785, 0.0648006871342659, 0.025813661515712738, 0.7638229727745056, 0.010490535758435726, 0.01954914629459381, 0.39800742268562317, 0.0030569357331842184, 0.19406773149967194]"
370,"impact of fortified biscuits on micronutrient deficiencies among primary school children in bangladesh Background Micronutrient deficiencies can compromise the development potential of school-aged children, and their later health and productivity as adults. School feeding and school-based fortification approaches have been utilized globally to redress nutritional deficiencies in this age group. Objective We explored the acceptability and micronutrient impact of a Bangladesh Government supported school-based micronutrient fortification program for children attending rural primary schools in 10 disadvantaged sub-districts. Methods We applied a mixed methods approach. The quantitative component assessed the impact of micronutrient fortification on 351 children aged 6-11 years using a cohort pre-post research design with a control group. The qualitative component explored the acceptability of the intervention using focus group discussions, body mapping and semi-structured interviews with teachers, school-going children and school authorities. Results Daily consumption of fortified biscuits by primary school children had a significant positive impact on mean levels of iron, folic acid, vitamin B12, retinol and vitamin D controlling for sex, baseline deficiency status, CRP, and H. pylori. Levels of anemia and vitamin D deficiency were also significantly reduced. Qualitative findings indicated the widespread acceptability of the daily biscuit. Teachers perceived students to be more attentive in class, less tired, and some attributed better school performance to biscuit consumption. Children reported similar improvements in concentration and energy levels. Conclusions This study is among the first in Bangladesh to comprehensively assess a school-based fortification program in terms of its acceptability and impact on micronutrient status of children aged 6-11 years of age. While results strongly support this modality of school feeding, research on the cognitive impacts of micronutrient fortified biscuits will help clarify the case for scaled-up investments in school- based feeding program in Bangladesh and other low and middle income countries.","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[1, 0, 0, 1, 0, 0, 1, 0, 0]","[0.9999979734420776, 1.6215125242524664e-06, 6.899002755744732e-07, 0.9999537467956543, 8.15693681488483e-07, 6.154800757940393e-06, 0.999998927116394, 1.7103146774388733e-06, 2.8994045351282693e-06]"
371,"the social relations of a health walk group an ethnographic study It is already well established that regular walks are conducive to health and well-being. This article considers the production of social relations of regular, organized weekly group walks for older people. It is based on an ethnographic study of a Walking for Health group in a rural area of the United Kingdom. Different types of social relations are identified arising from the walk experience. The social relations generated are seen to be shaped by organizational factors that are constitutive of the walks; the resulting culture having implications for the sustainability of the experience. As there appears to be no single uniting theory linking group walk experiences to the production of social relations at this time, the findings are considered against therapeutic landscape, therapeutic mobility, and social capital theorizing. Finally, implications for the continuance of walking schemes for older people and for further research are considered.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1, 0, 0, 0, 0, 0, 1, 0, 1]","[0.9999935626983643, 8.093852557067294e-06, 6.325374124571681e-05, 0.2990189790725708, 7.750619488433586e-07, 1.1746673408197239e-05, 0.9999274015426636, 0.00012935165432281792, 0.9994326233863831]"
372,"impact of periodic follow up testing among urban american indian women with impaired fasting glucose INTRODUCTION Impaired fasting glucose (IFG) often progresses to type 2 diabetes. Given the severity and prevalence of this disease, primary prevention is important. Intensive lifestyle counseling interventions have delayed or prevented the onset of type 2 diabetes, but it is not known whether less intensive, more easily replicable efforts can also be effective. METHODS In a lifestyle intervention study designed to reduce risks for type 2 diabetes, 200 American Indian women without diabetes, aged 18 to 40 years, were recruited from an urban community without regard to weight or IFG and block-randomized into intervention and control groups on the basis of fasting blood glucose (FBG). Dietary and physical activity behaviors were reported, and clinical metabolic, fitness, and body composition measures were taken at baseline and at periodic follow-up through 18 months. American Indian facilitators used a group-discussion format during the first 6 months to deliver a culturally influenced educational intervention on healthy eating, physical activity, social support, and goal setting. We analyzed a subset of young American Indian women with IFG at baseline (n = 42), selected from both the intervention and control groups. RESULTS Among the women with IFG, mean FBG significantly decreased from baseline to follow-up (P < .001) and converted to normal (<5.6 mmol/L or <100 mg/dL) in 62.0% of the 30 women who completed the 18-month follow-up, irrespective of participation in the group educational sessions. Other improved metabolic values included significant decreases in mean fasting blood total cholesterol and low-density lipoprotein cholesterol levels. The women reported significant overall mean decreases in intake of total energy, saturated fat, total fat, total sugar, sweetened beverages, proportion of sweet foods in the diet, and hours of TV watching. CONCLUSION Volunteers with IFG in this study benefited from learning their FBG values and reporting their dietary patterns; they made dietary changes and improved their FBG and lipid profiles. If confirmed in larger samples, these results support periodic dietary and body composition assessment, as well as glucose monitoring among women with IFG.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[0.9995111227035522, 0.9999990463256836, 4.6727504354748817e-07, 5.925107325310819e-05, 5.852674576090067e-07, 3.2980220566969365e-05, 0.48440390825271606, 4.499601971019729e-07, 2.26105530600762e-05]"
