,Text,Ground truth,Prediction,Probability
276,"international migration and adverse birth outcomes role of ethnicity region of origin and destination journal of epidemiology and community health Background The literature on international migration and birth outcomes shows mixed results. This study examined whether low birth weight (LBW) and preterm birth differed between non-migrants and migrant subgroups, defined by race/ethnicity and world region of origin and destination. Methods A systematic review and meta-regression analyses were conducted using three-level logistic models to account for the heterogeneity between studies and between subgroups within studies. Results Twenty-four studies, involving more than 30 million singleton births, met the inclusion criteria. Compared with US-born black women, black migrant women were at lower odds of delivering LBW and preterm birth babies. Hispanic migrants also exhibited lower odds for these outcomes, but Asian and white migrants did not. Sub-Saharan African and LatinAmerican and Caribbean women were at higher odds of delivering LBW babies in Europe but not in the USA and south-central Asians were at higher odds in both continents, compared with the native-born populations. Conclusions The association between migration and adverse birth outcomes varies by migrant subgroup and it is sensitive to the definition of the migrant and reference groups.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.03447958081960678, 0.9935085773468018, 0.041505880653858185, 0.026554523035883904, 0.02586687169969082, 0.05760441720485687, 0.35106411576271057, 0.009339168667793274, 0.3412468135356903]"
277,"comparing in person and online survey respondents in the u s national transgender discrimination survey implications for transgender health research lgbt health Abstract Purpose: In the absence of probability sample studies of transgender people, new methods are needed to yield study samples that reflect the demographic diversity of the transgender population. Methods: The National Transgender Discrimination Survey is a large, convenience sample of 6,456 transgender adults between the ages of 18 and 89. We examined characteristics of purposively sampled respondents who, in 2008, completed a one-time survey either in-person (435 respondents) or online (6,021respondents). Missing data were multiply imputed, and multivariable logistic regression models were used to test for differences in sociodemographic and health indicators by data collection method. Results: A higher proportion of in-person respondents were young, male-to-female, people of color, publicly insured, with lower incomes and lower educational attainment than online respondents (all p<0.05). In-person respondents also were more likely than online respondents to be current daily smokers, to endorse sub...","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.002133873524144292, 0.9000598192214966, 0.009346979670226574, 0.4000943899154663, 0.015003652311861515, 0.03258791193366051, 0.10685364902019501, 0.011813120916485786, 0.41830700635910034]"
278,"narrowing the treatment gap with equitable access mid term outcomes of a community case management program in cameroon health policy and planning Coverage of case management interventions remains low and inadequate to achieve millennium development goal (MDG) target reductions in child mortality. Children living in the poorest households are particularly disadvantaged. Community case management (CCM) uses trained and supervised community health workers to improve access to, quality of and demand for effective case management. Evidence that CCM programs can achieve equitable improvements in coverage is limited. This cross-sectional study uses a quasi-experimental design with intervention and comparison areas. Outcomes of a CCM program for malaria and diarrhoea operating in two districts of Cameroon were measured after 1 year of implementation. A household census (N = 16 954) provided measurement of treatment-seeking behaviour for recent episodes of fever and diarrhoea. Results were compared between areas using chi-square tests. Intervention-area children with fever or diarrhoea were nearly nine times more likely to receive treatment with artemisinin combination therapy or oral rehydration salts, respectively, vs neighbouring comparison-area children. High levels of effective treatment were equitable across socioeconomic status in intervention areas, whereas disparities were observed in neighbouring comparison areas. CCM can achieve rapid and equitable improvements in coverage of case management for malaria and diarrhoea, and is a promising strategy for achieving MDG 4. Improved access to treatment, quality of care and caregiver demand were achieved in two districts of Cameroon. CCM must be scaled up to demonstrate outcomes and impact at scale.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.821471095085144, 0.050303325057029724, 0.2331273853778839, 0.08555012941360474, 0.02211444452404976, 0.9464964866638184, 0.9226152300834656, 0.010543298907577991, 0.3149649202823639]"
279,"is it safe to combine abdominoplasty with elective breast surgery a review of 151 consecutive cases plastic and reconstructive surgery Background: This study was designed to evaluate and compare the complication rates of patients having abdominoplasty without breast surgery with the rates of those having abdominoplasty with various types of elective breast surgery, including breast augmentation, breast reduction, mastopexy, and mastopexy combined with simultaneous augmentation. Methods: The data collected represent a retrospective chart review of consecutive abdominoplasty procedures performed at a single outpatient facility by the senior surgeon(W.G.S.)overa15-yearperiod(1989to2004).Twogroupswerecompared: patients who underwent abdominoplasty without breast surgery and those who had abdominoplasty with breast surgery. The second group was subdivided by the various types of breast procedures noted above. The minor complications assessed included seromas, hematomas, infections, and small (5 cm) wound breakdowns. Major complications evaluated included large (5 cm) flap necrosis, need for blood transfusion, deep vein thrombosis, pulmonary embolus, myocardial infarction,anddeath.Additionaldatacompiledincludedage,sex,tobaccouse,bodymass index, past medical history, American Society of Anesthesiologists physical status level, and operative times. Results: Of the 415 abdominoplasty procedures, 264 (group 1) did not include simultaneous breast surgery. One hundred fifty-one procedures (group 2) involved simultaneous breast surgery, representing 36 percent of the total. Group 2 was further subdivided into those who had breast augmentation surgery (group 2A, n 50), those who had breast reduction surgery (group 2B, n 31), those who had mastopexy surgery (group 2C,n28), and those who had simultaneous mastopexy and breast augmentation surgery (group 2D, n 42). Removal and replacement of implants and capsulectomy/capsulotomy procedures were included in the augmentation group (group 2A). There were no major complications, including flap necrosis (open wound 5 cm), blood transfusions, deep vein thrombosis, pulmonary embolus, myocardial infarction, or death. No patients required hospitalization. No statistically significant associations with complications were noted between groups 1 and 2 (chi-square, 0.0045; p 0.95, not significant). Furthermore, when subdivided by type of breast surgery, no statistically significant associations were noted among subgroups: group 1 versus 2A (chi-square, 0.96; p 0.05, not significant), group 1 versus 2B (chi-square, 0.032; p 0.9, not significant), group 1 versus 2C (chi-square, 0.003; p 0.975, not significant), and group 1 versus 2D (chi-square, 0.83; p 0.5, not significant). Conclusion: The results of this retrospective review indicate that combining electivebreastsurgerywithabdominoplastydoesnotappeartosignificantlyincreasethe number of major or minor complications. (Plast. Reconstr. Surg. 118: 207, 2006.)","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.06036078557372093, 0.0058584860526025295, 0.005874983035027981, 0.6859214305877686, 0.012962684035301208, 0.004647718742489815, 0.1442953646183014, 0.020280255004763603, 0.21593602001667023]"
280,"it was like my little acorn and it s going to grow into a big tree a qualitative study of a community support project health & social care in the community Government initiatives aimed at reducing health inequalities and combating poverty amongst families increasingly take an area-based approach, and seek to involve local families in building community capacity. Sure Start is one such initiative, and was set up to develop services for pre-school children and their families, and improve child health and well-being. Based on a local evaluation of a Sure Start programme, the present paper describes the development of a community support project aimed at engaging local people in supporting the parents and carers of young children. This paper draws on qualitative data to explore stakeholders experiences of the project. These are then described from two main perspectives: the personal and the wider community. It also explores the organisational conditions necessary to encourage lay involvement in such initiatives. The paper concludes that policies aimed at involving local people in delivering services to families need to take account of long-standing structural problems in disadvantaged communities if they are not to be perpetuated.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[0.5924219489097595, 0.022521279752254486, 0.02159857004880905, 0.031491342931985855, 0.04665345326066017, 0.00829529669135809, 0.9569231271743774, 0.0814102292060852, 0.6162195801734924]"
281,"health related quality of life of children and adolescents after traumatic brain injury pediatrics Objective. Relatively little is known about the longer-term impact of traumatic brain injury (TBI) on children’s daily functioning, especially the broader outcome domain referred to as health-related quality of life (HRQL). The objective of the present study was to examine the nature and predictors of HRQL outcomes in children with moderate to severe TBI an average of 4 years postinjury. Methods. The study used a concurrent cohort-prospective design involving postinjury assessments of 3 groups of traumatically injured children and their families including 42 with severe TBI, 42 with moderate TBI, and 50 with orthopedic injuries only. Parent and child perceptions of HRQL and child adaptive behavior measures were obtained along with parent descriptions of the child’s health problems and use of medical and mental health services. Predictors included indices of injury severity, social factors, and ratings of preinjury child behavior problems and school performance. Results. Based on parent report, adolescents who sustained severe TBI had lower HRQL related to overall psychosocial functioning and in the domains of behavior, mental health, general health, and family impact than adolescents who sustained orthopedic injuries only. Communication skills, daily living skills, and general adaptive functioning also were rated lower in the severe TBI group. In contrast to parent reports, adolescents with severe TBI did not rate their HRQL in most domains differently than did adolescents with orthopedic injuries. There were no group differences in frequency of persistent physical limitations. Sixty-seven percent of families of children with severe TBI used mental health counseling at some point after the injury. Risks for poorer HRQL outcomes were related to family social disadvantage and poorer preinjury child behavioral and academic functioning. Conclusions. Findings underscore the importance of using comprehensive measures of HRQL, along with traditional indicators of functional outcomes, when evaluating the longer-term impact of injuries in children. Identification of predictors suggests the need for close monitoring and intervention of high-risk children.","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.007860112003982067, 0.3695041239261627, 0.012119073420763016, 0.9314636588096619, 0.009741530753672123, 0.33082860708236694, 0.8437222242355347, 0.08723820000886917, 0.09407112002372742]"
282,"a call for training the trainers focus on mentoring to enhance diversity in mental health research american journal of public health There is a widening disparity between the proportion of ethnic minority Americans in the population and the number of researchers from these minority groups. One major obstacle in this arena relates to a dearth of mentors for such trainees. The present academic settings are not optimal for development and sustenance of research mentors, especially for mentees from underrepresented minority ethnic groups. Mentoring skills can and should be evaluated and enhanced. Universities, medical schools, and funding agencies need to join hands and implement national- and local-level programs to help develop and reward mentors of junior scientists from ethnic minority groups.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.06479024887084961, 0.993156373500824, 0.03063490241765976, 0.05727425217628479, 0.059132564812898636, 0.01365593634545803, 0.08769730478525162, 0.03426048532128334, 0.04734470322728157]"
283,"the epidemiology of cosmetic treatments for corneal opacities in a korean population korean journal of ophthalmology Purpose: To describe etiologies and clinical characteristics of corneal opacities leading patients to seek cosmetic treatments. Methods: The medical records of 401 patients who presented for cosmetic improvement in corneal opacities between May 2004 and July 2007 were retrospectively reviewed. The following parameters were analyzed: age, gender, cause of corneal opacity, time course of the corneal disease, associated diseases, prior and current cosmetic treatments, visual acuity, location and depth of the corneal opacity, and the presence of either corneal neovascularization or band keratopathy. A single practitioner examined all patients. Results: The most common causes of corneal opacity were ocular trauma (203 eyes, 50.6%), retinal disease (62 eyes, 15.5%), measles (38 eyes, 9.5%), and congenital etiologies (22 eyes, 5.5%). Prior treatments included iris colored contact lenses (125 eyes, 31.1%) and corneal tattooing (34 eyes, 8.46%). A total of 321 of 401 eyes underwent cosmetic treatment for corneal opacities. The most common treatment performed after the primary visit was corneal tattooing (261 eyes, 64.92%). Conclusions: This is the first study to investigate the causes and clinical characteristics of patients presenting for cosmetic treatment of corneal opacities rather than for functional improvement. Various cosmetic interventions are available for patients with corneal opacities, and these should be individualized for the needs of each patient.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.01735364831984043, 0.0365179218351841, 0.022853529080748558, 0.04235280677676201, 0.02128165028989315, 0.03265169635415077, 0.20049893856048584, 0.008833667263388634, 0.833455502986908]"
284,"the well london program a cluster randomized trial of community engagement for improving health behaviors and mental wellbeing baseline survey results trials BACKGROUND: The Well London program used community engagement, complemented by changes to the physical and social neighborhood environment, to improve physical activity levels, healthy eating, and mental wellbeing in the most deprived communities in London. The effectiveness of Well London is being evaluated in a pair-matched cluster randomized trial (CRT). The baseline survey data are reported here. METHODS: The CRT involved 20 matched pairs of intervention and control communities (defined as UK census lower super output areas (LSOAs); ranked in the 11% most deprived LSOAs in London by the English Indices of Multiple Deprivation) across 20 London boroughs. The primary trial outcomes, sociodemographic information, and environmental neighbourhood characteristics were assessed in three quantitative components within the Well London CRT at baseline: a cross-sectional, interviewer-administered adult household survey; a self-completed, school-based adolescent questionnaire; a fieldworker completed neighborhood environmental audit. Baseline data collection occurred in 2008. Physical activity, healthy eating, and mental wellbeing were assessed using standardized, validated questionnaire tools. Multiple imputation was used to account for missing data in the outcomes and other variables in the adult and adolescent surveys. RESULTS: There were 4,107 adults and 1,214 adolescent respondents in the baseline surveys. The intervention and control areas were broadly comparable with respect to the primary outcomes and key sociodemographic characteristics. The environmental characteristics of the intervention and control neighborhoods were broadly similar. There was greater between-cluster variation in the primary outcomes in the adult population compared to the adolescent population. Levels of healthy eating, smoking, and self-reported anxiety/depression were similar in the Well London adult population and the national Health Survey for England. Levels of physical activity were higher in the Well London adult population but this is likely to be due to the different measurement tools used in the two surveys. CONCLUSIONS: Randomization of social interventions such as Well London is acceptable and feasible and in this study the intervention and control arms are well-balanced with respect to the primary outcomes and key sociodemographic characteristics. The matched design has improved the statistical efficiency of the study amongst adults but less so amongst adolescents. Follow-up data collection will be completed 2012.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.1512773633003235, 0.190785750746727, 0.004751978442072868, 0.01989656127989292, 0.008841791190207005, 0.02241845428943634, 0.9166569113731384, 0.012507190927863121, 0.2644805610179901]"
285,"the transition to motherhood in an organizational context an interpretative phenomenological analysis journal of occupational and organizational psychology Most of the extant literature on maternity issues is survey based, primarily concerned with identifying the predictors of return to work. The current study aims instead to understand experiences of maternity leave per se. Of the 10 women interviewed during pregnancy, 8 women were followed through to their return to work. Their interviews were analysed using interpretative phenomenological analysis to identify transitional themes. Findings are discussed in terms of two master themes: changes of identity (involving feelings of gradual invisibility as a valued employee, acquisition of a ‘mother’ identity creating return dilemmas and efforts to revalidate oneself upon re-entry as both a valued employee and a mother); and changed psychological contracts (pertaining to the fulfilment of mutual expectations). Overall, women appeared to struggle subjectively with prevailing their rights, needs and concerns as mothers while simultaneously also maintaining their identity as valued and functional members of the organization. The findings can be conceptualized within existing theoretical frameworks (e.g. Psychological Contract Theory) and to this extent it is possible to draw out implications for a more effective management of the transition process from pregnancy to return to work.","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8272648453712463, 0.9736338257789612, 0.6883195638656616, 0.9532141089439392, 0.04662257432937622, 0.3944362998008728, 0.059734031558036804, 0.11206452548503876, 0.07009413838386536]"
286,"building capacity for community based participatory research for health disparities in canada the case of partnerships in community health research health promotion practice Enthusiasm for community-based participatory research (CBPR) is increasing among health researchers and practitioners in addressing health disparities. Although there are many benefits of CBPR, such as its ability to democratize knowledge and link research to community action and social change, there are also perils that researchers can encounter that can threaten the integrity of the research and undermine relationships. Despite the increasing demand for CBPR-qualified individuals, few programs exist that are capable of facilitating in-depth and experiential training for both students and those working in communities. This article reviews the Partnerships in Community Health Research (PCHR), a training program at the University of British Columbia that between 2001 and 2009 has equipped graduate student and community-based learners with knowledge, skills, and experience to engage together more effectively using CBPR. With case studies of PCHR learner projects, this article illustrates some of the important successes and lessons learned in preparing CBPR-qualified researchers and community-based professionals in Canada. Language: en","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.295561820268631, 0.11618523299694061, 0.012278085574507713, 0.004298598039895296, 0.019917413592338562, 0.055078089237213135, 0.9408540725708008, 0.017068516463041306, 0.27933818101882935]"
287,"smokers who try e cigarettes to quit smoking findings from a multiethnic study in hawaii american journal of public health Objectives. We characterized smokers who are likely to use electronic or “e-”cigarettes to quit smoking.Methods. We obtained cross-sectional data in 2010–2012 from 1567 adult daily smokers in Hawaii using a paper-and-pencil survey. Analyses were conducted using logistic regression.Results. Of the participants, 13% reported having ever used e-cigarettes to quit smoking. Smokers who had used them reported higher motivation to quit, higher quitting self-efficacy, and longer recent quit duration than did other smokers. Age (odds ratio [OR] = 0.98; 95% confidence interval [CI] = 0.97, 0.99) and Native Hawaiian ethnicity (OR = 0.68; 95% CI = 0.45, 0.99) were inversely associated with increased likelihood of ever using e-cigarettes for cessation. Other significant correlates were higher motivation to quit (OR = 1.14; 95% CI = 1.08, 1.21), quitting self-efficacy (OR = 1.18; 95% CI = 1.06, 1.36), and ever using US Food and Drug Administration (FDA)–approved cessation aids such as nicotine gum (OR = 3.72; 95% CI = ...","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0265030600130558, 0.9945283532142639, 0.027438079938292503, 0.08755189925432205, 0.01595498062670231, 0.1821318417787552, 0.25911852717399597, 0.011818799190223217, 0.03759809955954552]"
288,"insulin pump use in young children in the t1d exchange clinic registry is associated with lower hemoglobin a1c levels than injection therapy pediatric diabetes Insulin delivery via injection and continuous subcutaneous insulin infusion (CSII) via insulin pump were compared in a cross-sectional study (n = 669) and retrospective longitudinal study (n = 1904) of young children (<6 yr) with type 1 diabetes (T1D) participating in the T1D Exchange clinic registry. Use of CSII correlated with longer T1D duration (p < 0.001), higher parental education (p < 0.001), and annual household income (p < 0.006) but not with race/ethnicity. Wide variation in pump use was observed among T1D Exchange centers even after adjusting for these factors, suggesting that prescriber preference is a substantial determinant of CSII use. Hemoglobin A1c (HbA1c) was lower in pump vs. injection users (7.9 vs. 8.5%, adjusted p < 0.001) in the cross-sectional study. In the longitudinal study, HbA1c decreased after initiation of CSII by 0.2%, on average (p < 0.001). Frequency of a severe hypoglycemia (SH) event did not differ in pump vs. injection users (p = 0.2). Frequency of ≥1 parent-reported diabetic ketoacidosis (DKA) event in the prior year was greater in pump users than injection users (10 vs. 8%, p = 0.04). No differences between pump and injection users were observed for clinic-reported DKA events. Children below 6 yr have many unique metabolic characteristics, feeding behaviors, and care needs compared with older children and adolescents. These data support the use of insulin pumps in this youngest age group, and suggest that metabolic control may be improved without increasing the frequency of SH, but care should be taken as to the possibly increased risk of DKA.","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.9923152923583984, 0.8846898674964905, 0.20259852707386017, 0.8848164081573486, 0.02244572527706623, 0.23488552868366241, 0.9273684024810791, 0.02706069126725197, 0.04248397424817085]"
289,"an evaluation of a support group for breast feeding women in salisbury uk midwifery Abstract Objective : to evaluate a newly set-up breast-feeding support group. Setting, participants, design and analysis : lay ‘Bosom Buddies were trained, and ran a weekly drop-in group with a breast-feeding counsellor and a midwife in a socio-economically disadvantaged housing estate. During the first 31 weeks, 53 breast-feeding women attended and consent was sought to send an anonymous postal questionnaire six weeks after their first attendance. Content analysis and descriptive statistics have been used. Findings : the response rate to the questionnaire was 87% (45/52) with 76% of respondents (34/45) reporting that they were still breast feeding. Only four women had discontinued for the reason for which they had initially attended the group. While the greatest value of the group was considered by the women to relate to its function in supporting breast feeding, 46% (141/305) of the aspects identified by them as being ‘good related to issues of a predominantly psychosocial nature. Of the women sent questionnaires 38% (20/52) came from areas with high or medium unemployment. Key conclusions : this group appears to be highly successful in supporting women to continue to breast feed for at least six weeks following their first attendance. It also appears to provide psycho-social benefits.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.9376060962677002, 0.4187878966331482, 0.09319569915533066, 0.7018675804138184, 0.0620206817984581, 0.03977613151073456, 0.996600329875946, 0.23905722796916962, 0.15677306056022644]"
290,"evaluating brief motivational and self regulatory hand hygiene interventions a cross over longitudinal design bmc public health Background Frequent handwashing can prevent infections, but non-compliance to hand hygiene is pervasive. Few theory- and evidence-based interventions to improve regular handwashing are available. Therefore, two intervention modules, a motivational and a self-regulatory one, were designed and evaluated.","[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.7781577706336975, 0.02370518632233143, 0.09358521550893784, 0.5752166509628296, 0.005885598249733448, 0.6470881700515747, 0.267426073551178, 0.004569936543703079, 0.010886148549616337]"
291,"women authors of surgical research archives of surgery Hypothesis The number of women authors in the surgical literature has increased during the past 20 years. Design Randomly selected issues of odd-year journals in Archives of Surgery and Annals of Surgery from January 1, 1985, to December 31, 2003, were reviewed. We determined the gender of each author and reported trends in the occurrence of women authors over time. Results The percentage of women authors has increased over time and parallels the percentage of women faculty in academic surgery positions. A much higher percentage of women authors than men authors are nonphysicians. The trend for increased authorship by women over time was significant in Archives of Surgery . Conclusion Although the number of women first authors is low, their contributions to the field of surgery should be acknowledged, and efforts to provide women with the resources and opportunities to conduct research and publish their findings should be a focus for surgical departments looking to increase their research productivity.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.05027825012803078, 0.03880877047777176, 0.023889906704425812, 0.9766767024993896, 0.01502367202192545, 0.018529629334807396, 0.009512246586382389, 0.026146406307816505, 0.028529589995741844]"
292,"the impact of macromastia on adolescents a cross sectional study pediatrics OBJECTIVE: To determine the physical and psychosocial impact of macromastia on adolescents considering reduction mammaplasty in comparison with healthy adolescents. METHODS: The following surveys were administered to adolescents with macromastia and control subjects, aged 12 to 21 years: Short-Form 36v2, Rosenberg Self-Esteem Scale, Breast-Related Symptoms Questionnaire, and Eating-Attitudes Test-26 (EAT-26). Demographic variables and self-reported breast symptoms were compared between the 2 groups. Linear regression models, unadjusted and adjusted for BMI category (normal weight, overweight, obese), were fit to determine the effect of case status on survey score. Odds ratios for the risk of disordered eating behaviors (EAT-26 score ≥20) in cases versus controls were also determined. RESULTS: Ninety-six subjects with macromastia and 103 control subjects participated in this study. Age was similar between groups, but subjects with macromastia had a higher BMI ( P = .02). Adolescents with macromastia had lower Short-Form 36v2 domain, Rosenberg Self-Esteem Scale, and Breast-Related Symptoms Questionnaire scores and higher EAT-26 scores compared with controls. Macromastia was also associated with a higher risk of disordered eating behaviors. In almost all cases, the impact of macromastia was independent of BMI category. CONCLUSIONS: Macromastia has a substantial negative impact on health-related quality of life, self-esteem, physical symptoms, and eating behaviors in adolescents with this condition. These observations were largely independent of BMI category. Health care providers should be aware of these important negative health outcomes that are associated with macromastia and consider early evaluation for adolescents with this condition. * Abbreviations: BRSQ — : Breast-Related Symptoms Questionnaire EAT-26 — : Eating Attitudes Test-26 HRQOL — : health-related quality of life RSES — : Rosenberg Self-Esteem Scale OR — : odds ratio SF-36 — : Short-Form 36v2","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.04719530791044235, 0.0037295171059668064, 0.014942691661417484, 0.3642538785934448, 0.013593149371445179, 0.01567026786506176, 0.15820857882499695, 0.007934686727821827, 0.6966462731361389]"
293,"exploring the efficacy and moderators of two computer tailored physical activity interventions for older adults a randomized controlled trial annals of behavioral medicine Background Important health benefits can be derived when low-cost (e.g., computer-tailored) physical activity interventions for older adults demonstrate sustained effects.","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.04039846733212471, 0.1861560195684433, 0.5011565685272217, 0.9824192523956299, 0.0422254279255867, 0.9794615507125854, 0.09801661968231201, 0.1039193645119667, 0.7436554431915283]"
294,"randomized controlled trial of mammography intervention in insured very low income women cancer epidemiology biomarkers & prevention Background: The expectation that insurance coverage mitigates health disparities and equalizes use of healthcare assumes that services are equally accessed; however, the insured low-income target population in this research had a mammography rate of 23.4%, well below the general population. Our objective was to determine the most effective intervention to improve mammography use in low-income women insured by a managed care organization (MCO). Methods: The study was a randomized controlled trial. Participants were 2,357 women noncompliant with screening mammography randomly assigned to one of three groups: control ( n = 786) received usual care; simple intervention ( n = 785) received prompt letter from the MCO medical director; and stepwise intervention ( n = 786) received the same prompt letter from the MCO; if noncompliant, a second prompt letter from their primary care physician and, if still noncompliant, counseling from lay health workers. Outcome was completion of screening mammography extracted from medical records. Results: Screening rates were 13.4% for the control, 16.1% for the simple intervention, and 27.1% for the stepwise intervention. Compared with the control, the primary care physician letter in the stepwise intervention increased the likelihood of screening by 80% [Relative Risk (RR) = 1.80; P < 0.001], and counseling tripled the likelihood of screening (RR = 3.11; P < 0.001). Conclusions: Compared with the control and simple intervention, a stepwise intervention to increase mammography is effective in a target population of hard-to-reach, low-income, insured women. Impact: The research provides evidence for the impact of stepwise interventions to improve cancer screening in low-income insured populations, although the screening rates remain well below those of the general population. Cancer Epidemiol Biomarkers Prev; 19(7); 1790–8. ©2010 AACR.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.017581939697265625, 0.2673019468784332, 0.02042488381266594, 0.23084941506385803, 0.016948916018009186, 0.09834086894989014, 0.9928542971611023, 0.047639552503824234, 0.2982562184333801]"
295,"twelve month outcomes of an internet based diabetes self management support program patient education and counseling Abstract Objective Internet-based programs offer potential for practical, cost-effective chronic illness self-management programs. Methods We report 12-month results of an Internet-based diabetes self-management program, with and without additional support, compared to enhanced usual care in a 3-arm practical randomized trial. Patients (n = 463) were randomized: 77.3% completed 12-month follow-up. Primary outcomes were changes in health behaviors of healthy eating, physical activity, and medication taking. Secondary outcomes were hemoglobin A1c, body mass index, lipids, blood pressure, and psychosocial factors. Results Internet conditions improved health behaviors significantly vs. usual care over the 12-month period (d for effect size = .09–.16). All conditions improved moderately on biological and psychosocial outcomes. Latinos, lower literacy, and higher cardiovascular disease risk patients improved as much as other participants. Conclusions The Internet intervention meets the reach and feasibility criteria for a potentially broad public health impact. However, 12-month magnitude of effects was small, suggesting that different or more intensive approaches are necessary to support long-term outcomes. Research is needed to understand the linkages between intervention and maintenance processes and downstream outcomes. Practice implications Automated self-management interventions should be tailored and integrated into primary care; maintenance of patient self-management can be enhanced through links to community resources.","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.03243981674313545, 0.793370246887207, 0.19793443381786346, 0.29959747195243835, 0.03189906105399132, 0.8323326706886292, 0.03940896689891815, 0.013014841824769974, 0.903537929058075]"
